# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	108050.642978
0.008829	56369.804556
0.010720	0.000000
0.012400	519419.131699
0.013664	67492.958500
0.015056	0.000000
0.017415	4870.288190
0.018281	63077.235390
0.019190	88507.779762
0.020144	0.000000
0.021146	0.000000
0.022197	74159.072128
0.023300	0.000000
0.024459	351088.672992
0.025675	71117.741483
0.026951	95472.670295
0.028291	31519.143206
0.029698	64559.040064
0.031174	79700.645941
0.032724	59279.655722
0.034351	23294.340802
0.036059	78647.525449
0.037852	23943.982584
0.039733	44848.582103
0.041709	49869.600085
0.043782	78361.208908
0.045959	45541.327280
0.048244	53609.549049
0.050643	81132.114445
0.053160	35495.801601
0.055803	50496.724580
0.058578	38690.079321
0.061490	61726.931432
0.064547	45440.267651
0.067756	36474.143191
0.071125	42125.156085
0.074661	41369.585069
0.078373	45146.990910
0.082269	42590.109801
0.086359	36399.545864
0.090653	42791.042127
0.095160	34386.093772
0.099891	40673.418148
0.104857	39585.750572
0.110070	35632.834715
0.115543	34320.489228
0.121287	33520.817541
0.127317	30647.184622
0.133647	28513.631362
0.140291	28148.683391
0.147266	28065.212172
0.154588	27202.814539
0.162273	22036.649357
0.170341	25277.082361
0.178810	23935.790314
0.187699	21239.358738
0.197031	20907.028052
0.206827	19518.806387
0.217110	18527.039223
0.227904	18843.357114
0.239234	15852.863546
0.251128	15933.195380
0.263613	14480.253435
0.276719	14202.346670
0.290477	12978.968893
0.304919	12350.556968
0.320078	11749.882489
0.335991	10970.866034
0.352696	10692.868809
0.370231	10420.463712
0.388637	9993.790236
0.407959	10298.427075
0.428241	9636.481760
0.449532	9399.173803
0.471881	9227.191852
0.495342	9446.258761
0.519968	9830.837924
0.545820	10640.965408
0.572956	10787.122518
0.601441	11424.124194
0.631343	14012.269079
0.662731	19012.173911
0.695680	62420.359925
