# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	207259.356135
0.008829	109959.092004
0.010720	0.000000
0.012400	1050425.065026
0.013664	137781.112870
0.015056	0.000000
0.017415	9925.595252
0.018281	136736.716871
0.019190	182818.253865
0.020144	0.000000
0.021146	0.000000
0.022197	140423.107804
0.023300	0.000000
0.024459	695489.527660
0.025675	136315.845976
0.026951	201611.667467
0.028291	58338.200313
0.029698	119626.342227
0.031174	143621.213832
0.032724	111921.473540
0.034351	37960.635077
0.036059	146484.303208
0.037852	46177.419824
0.039733	79381.059722
0.041709	91552.009200
0.043782	153002.886569
0.045959	90173.426252
0.048244	99041.068903
0.050643	150635.559378
0.053160	67470.524699
0.055803	90533.209820
0.058578	74509.248536
0.061490	117516.705482
0.064547	81940.340976
0.067756	68745.313452
0.071125	77778.407736
0.074661	77619.529198
0.078373	79573.282469
0.082269	81558.267702
0.086359	70744.530812
0.090653	79808.124387
0.095160	62314.814047
0.099891	75955.646495
0.104857	73137.553584
0.110070	67538.164779
0.115543	63603.261046
0.121287	63498.448863
0.127317	58777.326351
0.133647	55653.941882
0.140291	54289.167950
0.147266	55946.614522
0.154588	53176.184261
0.162273	43936.430271
0.170341	51637.446255
0.178810	49685.389483
0.187699	45049.061498
0.197031	44000.776729
0.206827	42156.828096
0.217110	40404.588671
0.227904	41873.586698
0.239234	36188.502972
0.251128	36939.588274
0.263613	34117.216076
0.276719	34015.891147
0.290477	31792.653944
0.304919	30777.008125
0.320078	30131.199445
0.335991	28196.150217
0.352696	28410.986916
0.370231	28254.804566
0.388637	27719.719718
0.407959	28812.385299
0.428241	27973.923645
0.449532	28074.010418
0.471881	27891.707691
0.495342	29416.520417
0.519968	31290.643313
0.545820	34521.345164
0.572956	35841.187142
0.601441	39351.006034
0.631343	49039.761411
0.662731	63340.230274
0.695680	80241.308106
