# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	0.117802
0.034951	0.230183
0.043030	0.094343
0.048748	0.033299
0.055226	0.077151
0.060016	0.078590
0.067991	0.120444
0.073889	0.130865
0.077026	0.085855
0.080297	0.065941
0.083707	0.146639
0.087262	0.199236
0.090968	0.089690
0.098858	0.042938
0.103056	0.114928
0.107432	0.204415
0.111994	0.101952
0.116750	0.084332
0.121708	0.113822
0.126876	0.113546
0.132264	0.100040
0.137881	0.080932
0.143736	0.126521
0.149840	0.117064
0.156203	0.079185
0.162837	0.084041
0.169751	0.067313
0.176960	0.096631
0.184475	0.083045
0.192309	0.074161
0.200475	0.066898
0.208989	0.071547
0.217863	0.073171
0.227115	0.075429
0.236760	0.068618
0.246814	0.066990
0.257295	0.063219
0.268221	0.065318
0.279612	0.055988
0.291486	0.055433
0.303864	0.051608
0.316767	0.051905
0.330219	0.044692
0.344242	0.045010
0.358861	0.040884
0.374100	0.044903
0.389987	0.041469
0.406548	0.037944
0.423812	0.037086
0.441809	0.035790
0.460571	0.033804
0.480130	0.031243
0.500519	0.031710
0.521774	0.029906
0.543931	0.029879
0.567030	0.028201
0.591109	0.027414
0.616211	0.026583
0.642379	0.026412
0.669658	0.026323
0.698095	0.026704
0.727741	0.027461
0.758645	0.028285
0.790861	0.029307
0.824446	0.030729
0.859456	0.032092
0.895954	0.034309
0.934001	0.038877
0.973664	0.044863
1.015012	0.054881
1.058115	0.067142
1.103048	0.084830
1.149890	0.104693
1.198721	0.152670
1.249626	0.222175
1.302692	0.328396
1.358012	0.349516
