# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	698.896622
0.034951	1348.556223
0.043030	546.557793
0.048748	194.212036
0.055226	452.229689
0.060016	461.984886
0.067991	705.214349
0.073889	769.038176
0.077026	500.080373
0.080297	381.558610
0.083707	835.382113
0.087262	1148.495910
0.090968	519.813070
0.098858	270.866909
0.103056	676.217238
0.107432	1189.645770
0.111994	591.317777
0.116750	477.674119
0.121708	637.461202
0.126876	655.174888
0.132264	564.387458
0.137881	426.256066
0.143736	714.481845
0.149840	658.442175
0.156203	448.734557
0.162837	469.716392
0.169751	370.727050
0.176960	529.138397
0.184475	447.190842
0.192309	400.487618
0.200475	365.068106
0.208989	385.669408
0.217863	393.372489
0.227115	391.625361
0.236760	360.589835
0.246814	348.499757
0.257295	328.384499
0.268221	332.342091
0.279612	285.056787
0.291486	275.015692
0.303864	258.755860
0.316767	255.294289
0.330219	220.105559
0.344242	212.356934
0.358861	189.334116
0.374100	200.045879
0.389987	178.467403
0.406548	159.668934
0.423812	152.415616
0.441809	141.855825
0.460571	130.114380
0.480130	114.757130
0.500519	111.574444
0.521774	101.221432
0.543931	93.474011
0.567030	84.378857
0.591109	78.529860
0.616211	71.570865
0.642379	65.139555
0.669658	59.908023
0.698095	56.473187
0.727741	54.070759
0.758645	51.758233
0.790861	49.989484
0.824446	46.400676
0.859456	42.376635
0.895954	41.084075
0.934001	40.942388
0.973664	44.096252
1.015012	47.027502
1.058115	50.703677
1.103048	54.072091
1.149890	57.788704
1.198721	66.239432
1.249626	77.669847
1.302692	114.706951
1.358012	186.509450
