# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	2434.659389
0.034951	4641.192371
0.043030	1874.034943
0.048748	660.911226
0.055226	1555.330743
0.060016	1596.392248
0.067991	2396.551156
0.073889	2663.396022
0.077026	1720.838747
0.080297	1328.511152
0.083707	2817.813683
0.087262	3897.601055
0.090968	1769.150955
0.098858	854.902914
0.103056	2293.215252
0.107432	4115.563541
0.111994	2024.868312
0.116750	1616.226614
0.121708	2097.256867
0.126876	2201.898196
0.132264	1917.645951
0.137881	1332.555914
0.143736	2385.314681
0.149840	2176.219729
0.156203	1513.768715
0.162837	1551.962474
0.169751	1249.343405
0.176960	1759.834287
0.184475	1464.430460
0.192309	1304.944405
0.200475	1202.545913
0.208989	1298.727393
0.217863	1270.757756
0.227115	1264.055401
0.236760	1186.723269
0.246814	1155.813613
0.257295	1084.654835
0.268221	1088.448879
0.279612	933.202532
0.291486	890.399248
0.303864	872.375747
0.316767	861.090176
0.330219	765.263883
0.344242	720.665701
0.358861	648.729297
0.374100	668.760745
0.389987	600.803392
0.406548	527.998437
0.423812	508.958577
0.441809	482.637796
0.460571	453.819546
0.480130	406.484872
0.500519	392.700404
0.521774	356.802883
0.543931	329.670245
0.567030	300.536456
0.591109	285.523249
0.616211	265.646253
0.642379	243.188869
0.669658	227.472842
0.698095	214.996324
0.727741	204.351958
0.758645	199.352710
0.790861	198.015418
0.824446	190.304483
0.859456	180.365352
0.895954	172.576444
0.934001	168.616604
0.973664	172.964493
1.015012	178.424026
1.058115	186.330456
1.103048	193.356154
1.149890	196.544638
1.198721	217.558434
1.249626	239.905319
1.302692	283.401481
1.358012	293.004836
