# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	2435.347044
0.034951	4642.457922
0.043030	1874.569286
0.048748	661.094460
0.055226	1555.771230
0.060016	1596.814095
0.067991	2397.140037
0.073889	2664.104843
0.077026	1721.312908
0.080297	1328.952955
0.083707	2818.648344
0.087262	3898.650605
0.090968	1769.584409
0.098858	855.083589
0.103056	2293.858151
0.107432	4116.645625
0.111994	2025.471584
0.116750	1616.660312
0.121708	2097.807212
0.126876	2202.502231
0.132264	1918.182288
0.137881	1332.943759
0.143736	2385.966796
0.149840	2176.835642
0.156203	1514.135218
0.162837	1552.324444
0.169751	1249.705879
0.176960	1760.337238
0.184475	1464.831293
0.192309	1305.300844
0.200475	1202.869230
0.208989	1299.090592
0.217863	1271.084680
0.227115	1264.391430
0.236760	1187.048037
0.246814	1156.097470
0.257295	1084.925465
0.268221	1088.739405
0.279612	933.438647
0.291486	890.608357
0.303864	872.571582
0.316767	861.286485
0.330219	765.434763
0.344242	720.804895
0.358861	648.857602
0.374100	668.869411
0.389987	600.877212
0.406548	528.066656
0.423812	509.012211
0.441809	482.665798
0.460571	453.829477
0.480130	406.473470
0.500519	392.663650
0.521774	356.758878
0.543931	329.603837
0.567030	300.459195
0.591109	285.400216
0.616211	265.537762
0.642379	243.071856
0.669658	227.328128
0.698095	214.851097
0.727741	204.189731
0.758645	199.173513
0.790861	197.829585
0.824446	190.119725
0.859456	180.168123
0.895954	172.378906
0.934001	168.394126
0.973664	172.714247
1.015012	178.148288
1.058115	186.056598
1.103048	193.040644
1.149890	196.226738
1.198721	217.181745
1.249626	239.281873
1.302692	283.223800
1.358012	293.870656
