# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	319.949045
0.008829	231.155558
0.010720	0.000000
0.012400	2773.538043
0.013664	380.193779
0.015056	0.000000
0.017415	34.228681
0.018281	440.950233
0.019190	623.016148
0.020144	0.000000
0.021146	0.000000
0.022197	698.315731
0.023300	0.000000
0.024459	3216.787339
0.025675	708.388394
0.026951	894.294512
0.028291	339.612141
0.029698	784.894061
0.031174	1000.024304
0.032724	752.730054
0.034351	359.971027
0.036059	1012.831181
0.037852	289.548090
0.039733	687.870126
0.041709	648.135015
0.043782	925.327645
0.045959	614.767508
0.048244	793.277033
0.050643	1210.770385
0.053160	582.692853
0.055803	899.047287
0.058578	595.762047
0.061490	965.957425
0.064547	794.411561
0.067756	528.979357
0.071125	728.912696
0.074661	757.510639
0.078373	811.320790
0.082269	770.859696
0.086359	641.401662
0.090653	808.912147
0.095160	707.505066
0.099891	790.488678
0.104857	812.854636
0.110070	708.638637
0.115543	695.382590
0.121287	675.161513
0.127317	641.353737
0.133647	597.923758
0.140291	607.604662
0.147266	620.742770
0.154588	603.553040
0.162273	519.383619
0.170341	581.342154
0.178810	524.742985
0.187699	481.470848
0.197031	478.287994
0.206827	440.323742
0.217110	413.941224
0.227904	417.491009
0.239234	364.774119
0.251128	377.328551
0.263613	341.237660
0.276719	335.841211
0.290477	311.570917
0.304919	301.629690
0.320078	284.807343
0.335991	271.861070
0.352696	270.959276
0.370231	268.924011
0.388637	267.853881
0.407959	270.042436
0.428241	266.538653
0.449532	281.630358
0.471881	306.877947
0.495342	347.618336
0.519968	411.050427
0.545820	504.075780
0.572956	608.069835
0.601441	830.126377
0.631343	1304.665071
0.662731	2202.576193
0.695680	135.857912
