# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	1903.903700
0.008829	1371.236914
0.010720	0.000000
0.012400	16460.499871
0.013664	2266.516235
0.015056	0.000000
0.017415	191.678872
0.018281	2630.257760
0.019190	3710.301788
0.020144	0.000000
0.021146	0.000000
0.022197	4144.557806
0.023300	0.000000
0.024459	19072.642787
0.025675	4195.957800
0.026951	5329.794753
0.028291	1985.364776
0.029698	4591.803688
0.031174	5872.357682
0.032724	4385.519775
0.034351	2058.218812
0.036059	5917.034738
0.037852	1684.939918
0.039733	3924.206578
0.041709	3756.848657
0.043782	5433.929774
0.045959	3545.352673
0.048244	4602.259667
0.050643	6989.122436
0.053160	3306.733223
0.055803	5076.771351
0.058578	3377.813750
0.061490	5481.497252
0.064547	4456.341655
0.067756	3036.201556
0.071125	4070.597622
0.074661	4179.970172
0.078373	4494.323501
0.082269	4190.896015
0.086359	3502.243013
0.090653	4361.491698
0.095160	3771.041182
0.099891	4258.107727
0.104857	4296.136859
0.110070	3682.776458
0.115543	3565.501449
0.121287	3448.386961
0.127317	3220.822882
0.133647	2978.794613
0.140291	3016.850686
0.147266	3031.722623
0.154588	2904.785192
0.162273	2441.842547
0.170341	2705.477750
0.178810	2410.691376
0.187699	2135.415462
0.197031	2135.422331
0.206827	1917.831708
0.217110	1787.342944
0.227904	1742.032014
0.239234	1489.886781
0.251128	1519.502871
0.263613	1334.836820
0.276719	1298.307914
0.290477	1186.071416
0.304919	1117.820642
0.320078	1043.757212
0.335991	980.637093
0.352696	967.160092
0.370231	950.513555
0.388637	933.388873
0.407959	923.977003
0.428241	880.288936
0.449532	895.267680
0.471881	912.003244
0.495342	992.006440
0.519968	1098.410995
0.545820	1248.410840
0.572956	1348.837968
0.601441	1577.330310
0.631343	2153.655751
0.662731	2741.846325
0.695680	441.419254
