# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.001577	326.752338
0.002200	175.683268
0.002598	0.000000
0.003068	467.246972
0.003428	225.565575
0.003830	0.000000
0.004279	234.064691
0.004523	143.252886
0.004781	689.054633
0.005053	0.000000
0.005342	0.000000
0.005646	162.978684
0.006308	947.887058
0.006668	330.138517
0.007048	667.223753
0.007450	619.434699
0.007875	1101.294004
0.008324	888.984652
0.008799	1375.123955
0.009300	598.535078
0.009831	712.808235
0.010391	1155.440159
0.010984	668.140611
0.011610	1132.720262
0.012272	1002.105559
0.012972	1509.035441
0.013711	2106.199461
0.014493	1068.577340
0.015319	1689.664601
0.016193	1485.423651
0.017116	1328.416086
0.018092	1512.307928
0.019124	2052.613949
0.020214	1804.549342
0.021367	1708.119729
0.022585	1783.029827
0.023873	1646.781121
0.025234	2460.602334
0.026672	2157.052190
0.028193	2295.633782
0.029801	1986.741052
0.031500	2686.070932
0.033296	2217.858736
0.035195	2319.145621
0.037201	2317.253332
0.039322	2575.376957
0.041565	2364.264407
0.043934	2680.940941
0.046439	2561.860575
0.049087	2605.890537
0.051886	2648.428404
0.054845	2565.425670
0.057972	2654.225530
0.061277	2512.631908
0.064771	2540.878053
0.068464	2557.596015
0.072368	2478.546446
0.076494	2503.456339
0.080856	2421.041717
0.085466	2389.137149
0.090339	2291.415540
0.095490	2222.643996
0.100935	2166.001459
0.106690	2068.701543
0.112773	1971.947165
0.119203	1878.052720
0.126000	1793.122238
0.133184	1691.509016
0.140778	1592.958578
0.148805	1499.481470
0.157290	1420.334923
0.166258	1338.924497
0.175738	1308.945427
0.185758	1282.528928
0.196350	1304.207924
0.207545	1307.674313
0.219379	1359.467995
0.231887	1511.155157
0.245109	1767.199222
0.259085	2214.314696
0.273857	2827.617011
0.289472	3632.626316
0.305977	5446.760263
0.323423	9071.033838
0.341864	14793.707246
