# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.001577	494.668797
0.002200	265.745983
0.002598	0.000000
0.003068	706.640470
0.003428	341.551094
0.003830	0.000000
0.004279	354.223149
0.004523	216.522739
0.004781	1043.125096
0.005053	0.000000
0.005342	0.000000
0.005646	246.697469
0.006308	1434.786296
0.006668	499.578083
0.007048	1010.650871
0.007450	936.403229
0.007875	1665.490764
0.008324	1344.664272
0.008799	2081.920101
0.009300	905.927268
0.009831	1078.933460
0.010391	1748.180792
0.010984	1010.154790
0.011610	1713.330556
0.012272	1516.188782
0.012972	2282.580225
0.013711	3186.332403
0.014493	1615.556512
0.015319	2556.661571
0.016193	2247.226142
0.017116	2008.819492
0.018092	2287.303692
0.019124	3103.819046
0.020214	2730.415476
0.021367	2580.144551
0.022585	2695.833263
0.023873	2487.303914
0.025234	3718.880136
0.026672	3257.062172
0.028193	3466.910015
0.029801	2998.494219
0.031500	4052.298352
0.033296	3344.763672
0.035195	3495.737704
0.037201	3493.475770
0.039322	3879.086403
0.041565	3558.541692
0.043934	4034.019015
0.046439	3851.578611
0.049087	3916.680847
0.051886	3976.855684
0.054845	3848.686180
0.057972	3976.645131
0.061277	3760.224216
0.064771	3798.369921
0.068464	3817.650385
0.072368	3691.742881
0.076494	3722.794913
0.080856	3592.518677
0.085466	3537.818438
0.090339	3385.942046
0.095490	3272.658805
0.100935	3180.247331
0.106690	3024.881018
0.112773	2872.945806
0.119203	2722.817433
0.126000	2586.696125
0.133184	2425.663993
0.140778	2268.592234
0.148805	2120.146291
0.157290	1992.094198
0.166258	1861.802457
0.175738	1804.506744
0.185758	1752.349676
0.196350	1765.568058
0.207545	1737.110675
0.219379	1766.937372
0.231887	1917.432258
0.245109	2189.262007
0.259085	2676.386874
0.273857	3322.199155
0.289472	4096.633676
0.305977	5942.252775
0.323423	9646.988221
0.341864	15813.243155
