# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006330	224.823116
0.008647	691.947390
0.010427	471.127425
0.012573	602.274737
0.013383	598.345697
0.015161	557.800979
0.017176	229.305474
0.018281	727.889148
0.019458	589.914913
0.020710	545.992506
0.022043	652.069106
0.023462	911.817856
0.024973	1340.426645
0.026580	773.235987
0.028291	1091.275292
0.030112	736.919187
0.032051	1060.896819
0.034114	863.925563
0.036310	1104.926269
0.038647	1136.818311
0.041135	1057.491072
0.043782	1278.747209
0.046601	1269.577222
0.049600	1336.419632
0.052793	1326.767549
0.056192	1372.710618
0.059809	1265.665311
0.063658	1296.054075
0.067756	1378.183193
0.072118	1344.692565
0.076760	1396.918017
0.081701	1322.536136
0.086960	1285.335053
0.092558	1308.010261
0.098516	1204.728689
0.104857	1231.681065
0.111607	1240.136330
0.118791	1156.709305
0.126437	1125.000634
0.134576	1115.127795
0.143239	1049.104372
0.152459	1041.448106
0.162273	980.778848
0.172719	925.807144
0.183837	888.682388
0.195670	849.077337
0.208266	807.905413
0.221672	766.504417
0.235941	712.494222
0.251128	675.279579
0.267293	627.352323
0.284499	581.553840
0.302812	545.817986
0.322304	499.110466
0.343051	462.261413
0.365134	427.374346
0.388637	391.981035
0.413654	359.145659
0.440281	328.440377
0.468622	300.616111
0.498787	272.133576
0.530894	249.208521
0.565068	225.304576
0.601441	204.067757
0.640156	184.801477
0.681363	166.389094
0.725223	150.088711
0.771905	134.840712
0.821593	120.983991
0.874479	108.122905
0.930770	96.554698
0.990684	85.739407
1.054454	76.291144
1.122329	67.681285
1.194574	60.083979
1.271469	53.534143
1.353314	48.063195
1.440427	43.974587
1.533147	41.762502
1.631836	39.443500
1.736878	36.473899
1.848681	34.480485
1.967681	33.831533
2.094341	35.085272
2.229154	36.415482
2.372645	38.039180
2.525372	46.467872
2.687931	65.602306
