# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006330	501.226584
0.008647	1544.307023
0.010427	1050.455955
0.012573	1341.244734
0.013383	1337.472842
0.015161	1241.011593
0.017176	509.153410
0.018281	1619.207112
0.019458	1310.730018
0.020710	1214.417592
0.022043	1456.470258
0.023462	2035.245939
0.024973	2982.230698
0.026580	1725.875900
0.028291	2431.064348
0.030112	1637.970412
0.032051	2361.245357
0.034114	1928.802337
0.036310	2470.062659
0.038647	2529.760616
0.041135	2352.744713
0.043782	2841.358136
0.046601	2814.601273
0.049600	2962.312501
0.052793	2943.227753
0.056192	3043.003278
0.059809	2805.939310
0.063658	2858.186065
0.067756	3055.307225
0.072118	2975.556462
0.076760	3084.124656
0.081701	2921.623092
0.086960	2833.017844
0.092558	2881.216520
0.098516	2646.642290
0.104857	2701.138952
0.111607	2713.436923
0.118791	2516.668384
0.126437	2451.230984
0.134576	2434.261878
0.143239	2282.581819
0.152459	2263.643994
0.162273	2129.739267
0.172719	2005.975423
0.183837	1924.929382
0.195670	1838.506329
0.208266	1747.710667
0.221672	1658.398978
0.235941	1543.092817
0.251128	1467.509708
0.267293	1367.291245
0.284499	1271.964055
0.302812	1196.698043
0.322304	1105.054228
0.343051	1032.628404
0.365134	962.916353
0.388637	890.869471
0.413654	827.768424
0.440281	765.706510
0.468622	710.929390
0.498787	653.706148
0.530894	609.987330
0.565068	561.568395
0.601441	519.077729
0.640156	480.390780
0.681363	442.633242
0.725223	409.338377
0.771905	377.456731
0.821593	347.738906
0.874479	319.967941
0.930770	295.011424
0.990684	270.609887
1.054454	248.646379
1.122329	228.888108
1.194574	210.801772
1.271469	195.097711
1.353314	182.442107
1.440427	173.798230
1.533147	171.534294
1.631836	167.358007
1.736878	159.944758
1.848681	155.904888
1.967681	157.638481
2.094341	167.684768
2.229154	177.523325
2.372645	188.070033
2.525372	231.683141
2.687931	328.922972
