# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006330	112.006088
0.008647	344.799272
0.010427	234.808211
0.012573	300.486984
0.013383	297.901479
0.015161	278.322693
0.017176	114.483937
0.018281	363.040955
0.019458	294.374877
0.020710	272.465791
0.022043	324.820904
0.023462	454.165425
0.024973	668.766643
0.026580	385.108997
0.028291	544.005073
0.030112	367.675431
0.032051	528.983027
0.034114	430.394315
0.036310	549.595620
0.038647	566.880282
0.041135	527.351214
0.043782	638.295333
0.046601	634.316283
0.049600	668.082618
0.052793	662.742028
0.056192	685.860346
0.059809	632.286502
0.063658	649.243834
0.067756	688.527273
0.072118	672.169539
0.076760	699.148566
0.081701	661.739851
0.086960	643.975142
0.092558	655.378923
0.098516	604.538354
0.104857	618.367299
0.111607	623.550095
0.118791	583.357106
0.126437	566.904815
0.134576	561.358042
0.143239	529.181980
0.152459	525.494393
0.162273	495.101595
0.172719	468.118820
0.183837	449.589192
0.195670	429.814236
0.208266	409.299458
0.221672	388.705476
0.235941	361.318851
0.251128	342.129904
0.267293	317.454577
0.284499	294.213196
0.302812	276.064000
0.322304	251.460558
0.343051	231.944049
0.365134	213.659962
0.388637	195.310114
0.413654	177.916886
0.440281	161.790556
0.468622	147.051881
0.498787	132.192974
0.530894	119.749825
0.565068	107.270236
0.601441	95.967896
0.640156	85.753340
0.681363	76.132472
0.725223	67.544849
0.771905	59.661620
0.821593	52.526896
0.874479	45.987280
0.930770	40.138624
0.990684	34.827297
1.054454	30.200339
1.122329	26.070421
1.194574	22.536322
1.271469	19.550065
1.353314	17.122899
1.440427	15.335348
1.533147	14.335668
1.631836	13.157986
1.736878	11.842562
1.848681	11.084170
1.967681	10.931420
2.094341	11.526510
2.229154	12.132010
2.372645	13.024179
2.525372	16.639305
2.687931	24.087842
