# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006330	31.450068
0.008647	96.835036
0.010427	65.931769
0.012573	84.473793
0.013383	83.620249
0.015161	78.242792
0.017176	32.199308
0.018281	102.039311
0.019458	82.730716
0.020710	76.597261
0.022043	91.184767
0.023462	127.444579
0.024973	188.004815
0.026580	108.086073
0.028291	152.789708
0.030112	103.369895
0.032051	148.608039
0.034114	120.861870
0.036310	154.003552
0.038647	159.192152
0.041135	148.120789
0.043782	179.500512
0.046601	178.488030
0.049600	188.162027
0.052793	186.463223
0.056192	193.026289
0.059809	177.863558
0.063658	183.172036
0.067756	193.716545
0.072118	189.131182
0.076760	197.039005
0.081701	186.392976
0.086960	181.687036
0.092558	184.846020
0.098516	170.771175
0.104857	174.694022
0.111607	176.495324
0.118791	165.575334
0.126437	160.785037
0.134576	159.036768
0.143239	150.252692
0.152459	149.229021
0.162273	140.658716
0.172719	133.245632
0.183837	128.083657
0.195670	122.549891
0.208266	116.826292
0.221672	111.164065
0.235941	103.382332
0.251128	97.890836
0.267293	90.788119
0.284499	84.252501
0.302812	79.113108
0.322304	71.930041
0.343051	66.169421
0.365134	60.852213
0.388637	55.573337
0.413654	50.534850
0.440281	45.822774
0.468622	41.489009
0.498787	37.205073
0.530894	33.450167
0.565068	29.812588
0.601441	26.473945
0.640156	23.433345
0.681363	20.645389
0.725223	18.114576
0.771905	15.829733
0.821593	13.767533
0.874479	11.893782
0.930770	10.227112
0.990684	8.743264
1.054454	7.445619
1.122329	6.304810
1.194574	5.349943
1.271469	4.556642
1.353314	3.920884
1.440427	3.456799
1.533147	3.200457
1.631836	2.752376
1.736878	2.372067
1.848681	2.287560
1.967681	2.458473
2.094341	2.844054
2.229154	3.025093
2.372645	3.432519
2.525372	5.177804
2.687931	8.335267
