# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	0.043417
0.017658	0.111581
0.021441	0.056426
0.024800	0.047095
0.027327	0.106909
0.030112	0.142798
0.034831	0.119151
0.036562	0.119816
0.038380	0.103093
0.040288	0.146694
0.042291	0.094992
0.044394	0.119226
0.046601	0.115481
0.048918	0.093191
0.051350	0.094354
0.053903	0.121263
0.056582	0.094957
0.059395	0.116248
0.062348	0.130300
0.065448	0.114201
0.068702	0.122612
0.072118	0.132135
0.075703	0.096694
0.079467	0.120146
0.083418	0.152593
0.087565	0.117180
0.091918	0.105664
0.096488	0.099493
0.101285	0.106777
0.106321	0.114091
0.111607	0.098588
0.117155	0.109957
0.122980	0.100597
0.129094	0.106388
0.135512	0.090323
0.142250	0.085890
0.149322	0.089218
0.156746	0.085263
0.164538	0.084521
0.172719	0.077016
0.181306	0.072756
0.190320	0.072062
0.199782	0.067734
0.209714	0.062343
0.220140	0.063647
0.231085	0.058407
0.242574	0.054637
0.254634	0.048918
0.267293	0.046267
0.280582	0.044637
0.294532	0.040950
0.309175	0.038141
0.324546	0.034563
0.340682	0.031270
0.357619	0.028391
0.375399	0.026036
0.394062	0.023193
0.413654	0.021003
0.434219	0.018991
0.455807	0.017307
0.478469	0.015375
0.502256	0.013852
0.527227	0.012336
0.553439	0.010918
0.580954	0.009571
0.609837	0.008603
0.640156	0.007579
0.671983	0.006830
0.705392	0.006090
0.740461	0.005632
0.777275	0.005340
0.815918	0.005142
0.856483	0.005123
0.899064	0.005191
0.943763	0.005481
0.990684	0.006045
1.039937	0.006924
1.091639	0.008283
1.145912	0.010286
1.202883	0.013483
1.262686	0.019492
1.325463	0.029185
1.391360	0.005673
