# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	4.322391
0.017658	11.094945
0.021441	5.611130
0.024800	4.683120
0.027327	10.624924
0.030112	14.182842
0.034831	11.820737
0.036562	11.879402
0.038380	10.223866
0.040288	14.514586
0.042291	9.383875
0.044394	11.813095
0.046601	11.406866
0.048918	9.216232
0.051350	9.302432
0.053903	11.956220
0.056582	9.363656
0.059395	11.429550
0.062348	12.810382
0.065448	11.237001
0.068702	12.012046
0.072118	12.915185
0.075703	9.478058
0.079467	11.725255
0.083418	14.856220
0.087565	11.407880
0.091918	10.268012
0.096488	9.620062
0.101285	10.297275
0.106321	10.998349
0.111607	9.451222
0.117155	10.477259
0.122980	9.564145
0.129094	10.045890
0.135512	8.503330
0.142250	8.028522
0.149322	8.292869
0.156746	7.878630
0.164538	7.751071
0.172719	7.004251
0.181306	6.557602
0.190320	6.426002
0.199782	5.984854
0.209714	5.431225
0.220140	5.479591
0.231085	4.957263
0.242574	4.574320
0.254634	4.024088
0.267293	3.747398
0.280582	3.542811
0.294532	3.187398
0.309175	2.908556
0.324546	2.559828
0.340682	2.266461
0.357619	1.995941
0.375399	1.778818
0.394062	1.534292
0.413654	1.347206
0.434219	1.173348
0.455807	1.033860
0.478469	0.882514
0.502256	0.763984
0.527227	0.650888
0.553439	0.554900
0.580954	0.465408
0.609837	0.401086
0.640156	0.339824
0.671983	0.293087
0.705392	0.253599
0.740461	0.227045
0.777275	0.210147
0.815918	0.188481
0.856483	0.170874
0.899064	0.160751
0.943763	0.159422
0.990684	0.166848
1.039937	0.184460
1.091639	0.210007
1.145912	0.238664
1.202883	0.307922
1.262686	0.427127
1.325463	0.678827
1.391360	0.214140
