# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	0.433416
0.017658	1.113591
0.021441	0.563147
0.024800	0.469990
0.027327	1.066891
0.030112	1.424877
0.034831	1.188553
0.036562	1.195052
0.038380	1.028314
0.040288	1.462529
0.042291	0.946663
0.044394	1.189046
0.046601	1.150905
0.048918	0.929273
0.051350	0.939989
0.053903	1.208012
0.056582	0.945965
0.059395	1.157481
0.062348	1.297311
0.065448	1.137191
0.068702	1.219876
0.072118	1.313896
0.075703	0.962053
0.079467	1.194233
0.083418	1.515945
0.087565	1.164159
0.091918	1.049322
0.096488	0.986892
0.101285	1.058653
0.106321	1.130979
0.111607	0.976230
0.117155	1.087297
0.122980	0.994328
0.129094	1.049958
0.135512	0.890808
0.142250	0.845798
0.149322	0.877480
0.156746	0.837480
0.164538	0.828850
0.172719	0.753857
0.181306	0.710707
0.190320	0.702303
0.199782	0.658779
0.209714	0.604498
0.220140	0.615525
0.231085	0.563033
0.242574	0.525074
0.254634	0.468265
0.267293	0.441342
0.280582	0.423828
0.294532	0.387108
0.309175	0.358860
0.324546	0.323026
0.340682	0.290780
0.357619	0.262134
0.375399	0.238763
0.394062	0.211064
0.413654	0.189712
0.434219	0.169992
0.455807	0.153610
0.478469	0.135096
0.502256	0.120484
0.527227	0.106060
0.553439	0.092931
0.580954	0.080480
0.609837	0.071487
0.640156	0.062258
0.671983	0.055356
0.705392	0.048868
0.740461	0.044691
0.777275	0.041972
0.815918	0.039571
0.856483	0.038388
0.899064	0.038028
0.943763	0.039386
0.990684	0.042708
1.039937	0.048263
1.091639	0.056727
1.145912	0.068421
1.202883	0.088513
1.262686	0.126105
1.325463	0.190916
1.391360	0.012183
