# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	190.191930
0.034951	369.426498
0.043030	150.536757
0.048748	53.394636
0.055226	124.058120
0.060016	126.198368
0.067991	193.287720
0.073889	210.177296
0.077026	137.449696
0.080297	105.143056
0.083707	231.167643
0.087262	316.614592
0.090968	142.660251
0.098858	72.275272
0.103056	184.772302
0.107432	326.125497
0.111994	162.323807
0.116750	132.587425
0.121708	178.343689
0.126876	180.729969
0.132264	156.788746
0.137881	122.647494
0.143736	198.303255
0.149840	183.914636
0.156203	124.156923
0.162837	130.601510
0.169751	104.233094
0.176960	149.110444
0.184475	126.767701
0.192309	113.528740
0.200475	103.059525
0.208989	108.997699
0.217863	111.198759
0.227115	112.624597
0.236760	103.250697
0.246814	99.953340
0.257295	94.376385
0.268221	96.270016
0.279612	82.532857
0.291486	80.551676
0.303864	75.324904
0.316767	74.886830
0.330219	64.228274
0.344242	63.323532
0.358861	56.760934
0.374100	61.412607
0.389987	55.587548
0.406548	49.992091
0.423812	48.443864
0.441809	45.809495
0.460571	42.414618
0.480130	38.446992
0.500519	38.122952
0.521774	35.075567
0.543931	33.678997
0.567030	30.986227
0.591109	29.374307
0.616211	27.506721
0.642379	25.999736
0.669658	25.071060
0.698095	24.295351
0.727741	24.290624
0.758645	23.910673
0.790861	23.296655
0.824446	21.825102
0.859456	20.145298
0.895954	19.402521
0.934001	19.637652
0.973664	20.922842
1.015012	22.945539
1.058115	25.427887
1.103048	28.082335
1.149890	29.032418
1.198721	35.717184
1.249626	46.718674
1.302692	64.975659
1.358012	125.805266
