# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	1449.112598
0.034951	2780.307145
0.043030	1124.355947
0.048748	397.928576
0.055226	931.591988
0.060016	954.554640
0.067991	1447.482455
0.073889	1592.153094
0.077026	1030.493047
0.080297	788.624143
0.083707	1703.151793
0.087262	2354.077353
0.090968	1066.600427
0.098858	534.919418
0.103056	1383.267274
0.107432	2457.594961
0.111994	1213.220468
0.116750	976.385586
0.121708	1285.045779
0.126876	1334.281128
0.132264	1154.879731
0.137881	835.626039
0.143736	1450.818756
0.149840	1327.061487
0.156203	915.957455
0.162837	949.964248
0.169751	753.331170
0.176960	1069.816715
0.184475	898.202222
0.192309	799.664849
0.200475	734.660741
0.208989	783.819639
0.217863	784.480787
0.227115	779.737282
0.236760	722.856887
0.246814	702.365998
0.257295	660.026754
0.268221	663.699839
0.279612	569.280762
0.291486	548.892141
0.303864	525.429069
0.316767	519.372420
0.330219	454.070486
0.344242	431.467067
0.358861	385.567222
0.374100	403.325138
0.389987	361.569198
0.406548	317.681748
0.423812	307.089785
0.441809	289.089838
0.460571	268.002270
0.480130	237.841037
0.500519	232.276668
0.521774	210.420121
0.543931	194.548558
0.567030	178.050725
0.591109	169.573831
0.616211	156.160555
0.642379	143.763071
0.669658	133.961949
0.698095	127.560962
0.727741	122.106437
0.758645	119.282679
0.790861	118.484243
0.824446	110.213071
0.859456	101.421492
0.895954	97.623099
0.934001	94.996864
0.973664	98.978982
1.015012	102.651403
1.058115	106.909094
1.103048	110.599381
1.149890	116.723461
1.198721	130.732559
1.249626	146.972109
1.302692	140.584749
1.358012	178.947619
