# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	3457.211834
0.034951	6560.883933
0.043030	2641.178064
0.048748	929.288277
0.055226	2195.044556
0.060016	2263.886018
0.067991	3355.895821
0.073889	3774.412600
0.077026	2427.822243
0.080297	1879.098274
0.083707	3926.521754
0.087262	5472.577792
0.090968	2488.239848
0.098858	1170.198203
0.103056	3211.494452
0.107432	5823.145263
0.111994	2842.680495
0.116750	2262.820501
0.121708	2913.630695
0.126876	3075.473235
0.132264	2697.613473
0.137881	1804.497831
0.143736	3320.392295
0.149840	3026.124707
0.156203	2128.800093
0.162837	2160.283810
0.169751	1760.512605
0.176960	2451.019030
0.184475	2024.553953
0.192309	1815.133533
0.200475	1681.050265
0.208989	1829.605496
0.217863	1757.716390
0.227115	1751.837770
0.236760	1660.525628
0.246814	1621.396129
0.257295	1514.669807
0.268221	1517.629617
0.279612	1315.287481
0.291486	1239.166663
0.303864	1243.923328
0.316767	1224.571564
0.330219	1104.519232
0.344242	1039.211021
0.358861	946.248421
0.374100	967.684970
0.389987	871.518916
0.406548	773.030486
0.423812	748.840989
0.441809	716.228215
0.460571	681.332721
0.480130	618.401207
0.500519	598.027901
0.521774	550.705803
0.543931	512.049688
0.567030	472.772753
0.591109	455.349634
0.616211	432.020361
0.642379	395.672585
0.669658	375.966020
0.698095	359.078212
0.727741	347.123111
0.758645	341.325655
0.790861	341.202602
0.824446	330.638243
0.859456	314.276411
0.895954	297.179220
0.934001	292.400919
0.973664	303.132502
1.015012	306.104297
1.058115	326.513976
1.103048	333.994941
1.149890	332.053594
1.198721	365.975920
1.249626	392.006890
1.302692	514.190952
1.358012	475.251431
