# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	295.599980
0.008829	214.277123
0.010720	0.000000
0.012400	2569.664281
0.013664	352.223805
0.015056	0.000000
0.017415	32.580022
0.018281	407.723829
0.019190	578.775380
0.020144	0.000000
0.021146	0.000000
0.022197	645.328068
0.023300	0.000000
0.024459	2975.348509
0.025675	654.461071
0.026951	823.145945
0.028291	314.995845
0.029698	724.656811
0.031174	920.467091
0.032724	694.081638
0.034351	329.351656
0.036059	934.841240
0.037852	269.796731
0.039733	639.759970
0.041709	603.823933
0.043782	858.510703
0.045959	569.294500
0.048244	730.167681
0.050643	1120.091002
0.053160	538.549950
0.055803	828.673898
0.058578	551.328207
0.061490	892.244531
0.064547	733.353076
0.067756	487.114551
0.071125	670.044285
0.074661	697.202941
0.078373	748.358878
0.082269	710.227691
0.086359	587.237370
0.090653	744.231615
0.095160	648.392681
0.099891	723.724698
0.104857	740.783744
0.110070	645.607676
0.115543	638.519683
0.121287	616.292243
0.127317	583.326618
0.133647	542.125703
0.140291	548.158150
0.147266	557.786023
0.154588	539.692965
0.162273	463.346087
0.170341	514.280122
0.178810	460.899488
0.187699	422.828935
0.197031	414.202164
0.206827	379.382623
0.217110	352.019185
0.227904	352.106823
0.239234	303.355869
0.251128	308.799332
0.263613	275.149581
0.276719	265.785484
0.290477	241.250346
0.304919	229.545270
0.320078	211.840394
0.335991	198.011481
0.352696	191.965671
0.370231	187.514728
0.388637	183.208937
0.407959	181.153463
0.428241	174.869738
0.449532	180.624420
0.471881	193.412089
0.495342	215.445270
0.519968	252.604501
0.545820	303.896519
0.572956	360.786575
0.601441	480.602069
0.631343	763.399783
0.662731	1289.237599
0.695680	206.277668
