# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012617	5.861447
0.017597	9.139291
0.020782	6.964448
0.024544	5.145668
0.027422	10.096625
0.030639	7.659018
0.034232	7.485528
0.036184	15.857527
0.038247	16.498375
0.040428	8.389918
0.042733	3.810258
0.045170	11.906587
0.050467	10.047854
0.053345	9.859874
0.056387	11.901438
0.059602	10.377671
0.063000	10.812711
0.066592	15.289412
0.070389	14.634022
0.074403	11.128632
0.078645	11.178071
0.083129	11.901820
0.087869	10.163666
0.092879	11.334768
0.098175	10.960340
0.103773	10.080046
0.109689	9.834636
0.115944	10.492545
0.122555	9.477531
0.129542	9.570553
0.136929	8.981402
0.144736	8.667109
0.152989	8.029973
0.161712	7.993858
0.170932	7.432359
0.180678	6.906904
0.190980	6.344167
0.201870	5.788012
0.213380	5.634148
0.225546	4.956109
0.238407	4.597870
0.252000	4.329638
0.266369	3.852490
0.281556	3.470592
0.297610	3.001494
0.314579	2.606846
0.332516	2.289451
0.351476	2.043730
0.371516	1.706912
0.392699	1.456810
0.415090	1.193966
0.438758	0.992545
0.463775	0.795980
0.490218	0.630706
0.518170	0.489255
0.547715	0.378718
0.578944	0.288389
0.611954	0.215412
0.646847	0.158672
0.683729	0.115483
0.722714	0.084134
0.763921	0.059950
0.807479	0.043285
0.853520	0.031567
0.902186	0.023595
0.953626	0.018042
1.008000	0.014277
1.065475	0.011561
1.126226	0.009742
1.190441	0.008365
1.258318	0.007391
1.330064	0.006734
1.405902	0.006353
1.486064	0.006302
1.570796	0.006233
1.660360	0.004713
1.755031	0.003737
1.855099	0.003390
1.960873	0.003498
2.072678	0.003996
2.190858	0.004679
2.315777	0.005563
2.447818	0.007848
2.587387	0.012241
2.734915	0.019099
