# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012617	0.587301
0.017597	0.916104
0.020782	0.698367
0.024544	0.515799
0.027422	1.012345
0.030639	0.767708
0.034232	0.749964
0.036184	1.589294
0.038247	1.653557
0.040428	0.840361
0.042733	0.382930
0.045170	1.193601
0.050467	1.006791
0.053345	0.988468
0.056387	1.194469
0.059602	1.039428
0.063000	1.084327
0.066592	1.533823
0.070389	1.467675
0.074403	1.115325
0.078645	1.121216
0.083129	1.193864
0.087869	1.019378
0.092879	1.137887
0.098175	1.099102
0.103773	1.011321
0.109689	0.987247
0.115944	1.052604
0.122555	0.951169
0.129542	0.960574
0.136929	0.902305
0.144736	0.870687
0.152989	0.806970
0.161712	0.802873
0.170932	0.747810
0.180678	0.695261
0.190980	0.638050
0.201870	0.582577
0.213380	0.567680
0.225546	0.499446
0.238407	0.463726
0.252000	0.436778
0.266369	0.388963
0.281556	0.350679
0.297610	0.303705
0.314579	0.263949
0.332516	0.232238
0.351476	0.207569
0.371516	0.173605
0.392699	0.148430
0.415090	0.121819
0.438758	0.101499
0.463775	0.081533
0.490218	0.064768
0.518170	0.050373
0.547715	0.039097
0.578944	0.029858
0.611954	0.022346
0.646847	0.016519
0.683729	0.012048
0.722714	0.008794
0.763921	0.006277
0.807479	0.004533
0.853520	0.003307
0.902186	0.002470
0.953626	0.001887
1.008000	0.001493
1.065475	0.001209
1.126226	0.001020
1.190441	0.000878
1.258318	0.000779
1.330064	0.000713
1.405902	0.000677
1.486064	0.000675
1.570796	0.000675
1.660360	0.000533
1.755031	0.000443
1.855099	0.000420
1.960873	0.000450
2.072678	0.000532
2.190858	0.000653
2.315777	0.000831
2.447818	0.001221
2.587387	0.001942
2.734915	0.003101
