# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012617	58.251485
0.017597	90.722013
0.020782	69.054714
0.024544	51.078965
0.027422	100.133629
0.030639	76.036920
0.034232	74.402266
0.036184	157.488574
0.038247	163.852214
0.040428	83.484644
0.042733	37.533001
0.045170	118.163604
0.050467	99.865811
0.053345	97.862520
0.056387	117.711426
0.059602	103.305773
0.063000	107.209414
0.066592	151.438268
0.070389	145.087465
0.074403	110.546437
0.078645	110.781117
0.083129	117.952835
0.087869	100.781925
0.092879	112.093025
0.098175	108.754475
0.103773	99.877538
0.109689	97.286841
0.115944	103.998913
0.122555	93.843194
0.129542	94.771808
0.136929	88.674918
0.144736	85.617606
0.152989	79.277174
0.161712	79.072252
0.170932	73.139474
0.180678	67.900916
0.190980	62.575151
0.201870	56.983899
0.213380	55.296326
0.225546	48.654746
0.238407	45.036164
0.252000	42.431535
0.266369	37.687872
0.281556	33.910840
0.297610	29.222863
0.314579	25.370800
0.332516	22.185555
0.351476	19.755752
0.371516	16.461467
0.392699	13.999914
0.415090	11.450367
0.438758	9.478794
0.463775	7.586669
0.490218	5.984740
0.518170	4.622036
0.547715	3.566078
0.578944	2.704943
0.611954	2.020576
0.646847	1.481366
0.683729	1.076726
0.722714	0.787032
0.763921	0.561921
0.807479	0.408377
0.853520	0.299978
0.902186	0.225042
0.953626	0.172990
1.008000	0.137223
1.065475	0.111121
1.126226	0.093284
1.190441	0.079517
1.258318	0.069670
1.330064	0.062864
1.405902	0.058686
1.486064	0.057578
1.570796	0.055705
1.660360	0.039023
1.755031	0.028580
1.855099	0.023999
1.960873	0.023000
2.072678	0.024227
2.190858	0.024977
2.315777	0.023792
2.447818	0.029327
2.587387	0.043081
2.734915	0.064801
