# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.002161	325.993806
0.002952	225.657768
0.003559	548.696344
0.004292	933.161318
0.004568	878.060506
0.005175	977.494448
0.005863	1195.670143
0.006240	866.857871
0.006642	638.442028
0.007069	1329.744279
0.007524	862.708846
0.008009	1366.534716
0.008524	1034.537823
0.009073	848.144205
0.009657	975.141281
0.010278	1171.974381
0.010940	1590.237496
0.011644	1129.104204
0.012394	1483.706367
0.013191	1521.863508
0.014041	1744.326853
0.014944	1934.169519
0.015906	2117.848539
0.016930	2022.221576
0.018020	2609.442146
0.019180	2269.882578
0.020415	2379.003972
0.021729	2457.231647
0.023127	2543.157227
0.024616	2966.993635
0.026201	2761.283876
0.027887	2932.399056
0.029682	2944.228483
0.031593	3008.349946
0.033627	3276.522269
0.035791	3395.721392
0.038095	3462.540306
0.040547	3455.681964
0.043157	3504.531395
0.045935	3549.828506
0.048892	3532.533183
0.052039	3601.362506
0.055389	3704.659232
0.058955	3717.711529
0.062750	3769.729012
0.066789	3755.907547
0.071088	3706.066937
0.075664	3674.494674
0.080534	3681.615914
0.085718	3605.833790
0.091236	3555.569368
0.097109	3474.373524
0.103360	3349.579885
0.110013	3293.830590
0.117095	3186.882175
0.124632	3072.549886
0.132655	2949.886715
0.141194	2816.492292
0.150283	2682.528213
0.159956	2545.280253
0.170253	2409.661857
0.181212	2262.242408
0.192877	2120.035599
0.205292	1970.854841
0.218507	1832.029477
0.232572	1687.592410
0.247543	1544.475835
0.263477	1413.966046
0.280437	1280.524868
0.298489	1154.868502
0.317703	1035.812972
0.338153	922.687445
0.359920	818.886863
0.383088	722.128996
0.407748	636.517119
0.433995	562.197469
0.461931	500.011090
0.491666	453.855625
0.523314	428.902926
0.557000	402.459074
0.592854	373.399519
0.631016	357.329780
0.671635	357.242963
0.714868	379.448842
0.760884	401.984019
0.809863	433.059166
0.861994	545.381151
0.917480	770.221776
