# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.002161	220.512389
0.002952	152.803207
0.003559	371.630535
0.004292	631.641216
0.004568	594.145600
0.005175	661.676866
0.005863	809.787203
0.006240	587.137179
0.006642	432.138067
0.007069	900.185597
0.007524	583.437130
0.008009	925.829659
0.008524	700.443067
0.009073	573.783166
0.009657	660.276816
0.010278	793.086120
0.010940	1076.276832
0.011644	763.552128
0.012394	1004.512580
0.013191	1030.081886
0.014041	1180.437741
0.014944	1309.920705
0.015906	1433.559516
0.016930	1369.599314
0.018020	1766.263854
0.019180	1537.246016
0.020415	1611.069396
0.021729	1664.428323
0.023127	1722.549859
0.024616	2009.843394
0.026201	1870.551900
0.027887	1987.363464
0.029682	1994.640321
0.031593	2039.380239
0.033627	2221.342448
0.035791	2303.008785
0.038095	2348.486819
0.040547	2343.776984
0.043157	2378.480429
0.045935	2409.660985
0.048892	2398.889688
0.052039	2446.767068
0.055389	2516.747147
0.058955	2527.552605
0.062750	2564.326970
0.066789	2555.765099
0.071088	2524.014792
0.075664	2504.269824
0.080534	2510.412030
0.085718	2460.464027
0.091236	2427.339195
0.097109	2374.950502
0.103360	2291.286124
0.110013	2253.550469
0.117095	2183.748300
0.124632	2106.744261
0.132655	2024.251938
0.141194	1934.038461
0.150283	1843.326492
0.159956	1749.781474
0.170253	1657.337910
0.181212	1556.102802
0.192877	1458.393220
0.205292	1355.732527
0.218507	1258.826858
0.232572	1158.675245
0.247543	1058.274805
0.263477	966.774567
0.280437	872.493021
0.298489	784.013886
0.317703	699.566893
0.338153	619.681296
0.359920	546.099005
0.383088	477.767316
0.407748	417.580458
0.433995	365.616132
0.461931	322.375495
0.491666	290.632163
0.523314	273.261512
0.557000	252.178425
0.592854	231.345461
0.631016	222.714053
0.671635	226.945946
0.714868	246.567338
0.760884	264.322655
0.809863	289.716695
0.861994	377.861351
0.917480	547.868869
