# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.002161	0.010138
0.002952	0.007045
0.003559	0.017120
0.004292	0.029125
0.004568	0.027343
0.005175	0.030486
0.005863	0.037281
0.006240	0.027082
0.006642	0.019907
0.007069	0.041455
0.007524	0.026807
0.008009	0.042716
0.008524	0.032212
0.009073	0.026364
0.009657	0.030378
0.010278	0.036430
0.010940	0.049509
0.011644	0.035071
0.012394	0.046275
0.013191	0.047438
0.014041	0.054230
0.014944	0.060411
0.015906	0.065928
0.016930	0.063136
0.018020	0.081312
0.019180	0.070777
0.020415	0.074390
0.021729	0.076845
0.023127	0.079471
0.024616	0.092803
0.026201	0.086425
0.027887	0.091957
0.029682	0.092162
0.031593	0.094394
0.033627	0.102878
0.035791	0.106866
0.038095	0.109046
0.040547	0.108714
0.043157	0.110719
0.045935	0.112269
0.048892	0.112016
0.052039	0.114519
0.055389	0.117767
0.058955	0.118747
0.062750	0.120698
0.066789	0.120624
0.071088	0.119623
0.075664	0.119057
0.080534	0.119914
0.085718	0.118040
0.091236	0.117005
0.097109	0.115254
0.103360	0.111888
0.110013	0.110584
0.117095	0.108219
0.124632	0.105238
0.132655	0.102170
0.141194	0.098717
0.150283	0.095315
0.159956	0.091711
0.170253	0.088113
0.181212	0.084199
0.192877	0.080538
0.205292	0.076633
0.218507	0.072842
0.232572	0.069040
0.247543	0.065089
0.263477	0.061581
0.280437	0.057856
0.298489	0.054473
0.317703	0.051159
0.338153	0.048030
0.359920	0.045207
0.383088	0.042586
0.407748	0.040395
0.433995	0.038681
0.461931	0.037538
0.491666	0.037334
0.523314	0.038583
0.557000	0.040910
0.592854	0.045636
0.631016	0.054645
0.671635	0.070402
0.714868	0.097723
0.760884	0.144130
0.809863	0.237070
0.861994	0.431277
0.917480	0.781753
