# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003143	0.000003
0.004415	0.000009
0.005360	0.000011
0.006200	0.000051
0.006832	0.000054
0.007528	0.000044
0.008708	0.000094
0.009141	0.000096
0.009595	0.000175
0.010072	1.477441
0.010573	0.690426
0.011098	1.209778
0.011650	1.420558
0.012229	0.714400
0.012837	1.179898
0.013476	1.345669
0.014146	1.743510
0.014849	1.501090
0.015587	1.706924
0.016362	2.065646
0.017176	1.779304
0.018029	1.698854
0.018926	1.551639
0.019867	1.533477
0.020854	2.137249
0.021891	1.974834
0.022980	2.133354
0.024122	2.169567
0.025321	2.393336
0.026580	2.175882
0.027902	2.522032
0.029289	2.489893
0.030745	2.525879
0.032274	2.538702
0.033878	2.476065
0.035562	2.475434
0.037330	2.533458
0.039186	2.118101
0.041135	0.025374
0.043180	0.030174
0.045326	0.032200
0.047580	0.037497
0.049945	0.044019
0.052429	0.042435
0.055035	0.041306
0.057771	0.041484
0.060643	0.035089
0.063658	0.030959
0.066823	0.023074
0.070146	0.016969
0.073633	0.009830
0.077294	0.005254
0.081137	0.004361
0.085170	0.004418
0.089405	0.004303
0.093850	0.004336
0.098516	0.004055
0.103413	0.003959
0.108555	0.003544
0.113952	0.003191
0.119617	0.002726
0.125564	0.002365
0.131807	0.002114
0.138360	0.001927
0.145239	0.001806
0.152459	0.001658
0.160039	0.001566
0.167996	0.001500
0.176348	0.001467
0.185115	0.001464
0.194319	0.001512
0.203980	0.001204
0.214121	0.000917
0.224766	0.000784
0.235941	0.000747
0.247671	0.000784
0.259984	0.000877
0.272910	0.000995
0.286478	0.001133
0.300721	0.001425
0.315672	0.002039
0.331366	0.003168
0.347840	0.001149
