# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003143	0.000000
0.004415	0.000001
0.005360	0.000001
0.006200	0.000003
0.006832	0.000003
0.007528	0.000002
0.008708	0.000005
0.009141	0.000007
0.009595	0.000008
0.010072	0.059032
0.010573	0.027595
0.011098	0.048109
0.011650	0.056736
0.012229	0.028221
0.012837	0.047188
0.013476	0.053743
0.014146	0.069538
0.014849	0.060048
0.015587	0.068363
0.016362	0.082649
0.017176	0.071094
0.018029	0.068006
0.018926	0.061896
0.019867	0.061388
0.020854	0.085608
0.021891	0.079063
0.022980	0.085496
0.024122	0.086955
0.025321	0.095826
0.026580	0.087315
0.027902	0.101114
0.029289	0.100266
0.030745	0.101476
0.032274	0.102513
0.033878	0.100021
0.035562	0.099916
0.037330	0.102391
0.039186	0.085984
0.041135	0.000907
0.043180	0.001115
0.045326	0.001152
0.047580	0.001385
0.049945	0.001666
0.052429	0.001626
0.055035	0.001594
0.057771	0.001609
0.060643	0.001382
0.063658	0.001233
0.066823	0.000935
0.070146	0.000695
0.073633	0.000400
0.077294	0.000210
0.081137	0.000171
0.085170	0.000173
0.089405	0.000170
0.093850	0.000173
0.098516	0.000163
0.103413	0.000160
0.108555	0.000144
0.113952	0.000130
0.119617	0.000112
0.125564	0.000097
0.131807	0.000087
0.138360	0.000080
0.145239	0.000075
0.152459	0.000070
0.160039	0.000066
0.167996	0.000064
0.176348	0.000063
0.185115	0.000064
0.194319	0.000066
0.203980	0.000055
0.214121	0.000045
0.224766	0.000041
0.235941	0.000041
0.247671	0.000045
0.259984	0.000052
0.272910	0.000063
0.286478	0.000079
0.300721	0.000107
0.315672	0.000156
0.331366	0.000247
0.347840	0.000102
