# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003143	0.000015
0.004415	0.000048
0.005360	0.000126
0.006200	0.000162
0.006832	0.000287
0.007528	0.000369
0.008708	0.000599
0.009141	0.000532
0.009595	0.001372
0.010072	9.854122
0.010573	4.615190
0.011098	8.158925
0.011650	9.485151
0.012229	4.881879
0.012837	7.857421
0.013476	8.998147
0.014146	11.691393
0.014849	9.998878
0.015587	11.339618
0.016362	13.771205
0.017176	11.894179
0.018029	11.312608
0.018926	10.411153
0.019867	10.209039
0.020854	14.240710
0.021891	13.155990
0.022980	14.195121
0.024122	14.441465
0.025321	15.965132
0.026580	14.468886
0.027902	16.766713
0.029289	16.431933
0.030745	16.752809
0.032274	16.682018
0.033878	16.255800
0.035562	16.299078
0.037330	16.651209
0.039186	13.801473
0.041135	0.228910
0.043180	0.252969
0.045326	0.278815
0.047580	0.299776
0.049945	0.329999
0.052429	0.309357
0.055035	0.293648
0.057771	0.289318
0.060643	0.235736
0.063658	0.202013
0.066823	0.145363
0.070146	0.104358
0.073633	0.061570
0.077294	0.034726
0.081137	0.029826
0.085170	0.030014
0.089405	0.028687
0.093850	0.028439
0.098516	0.026372
0.103413	0.025514
0.108555	0.023019
0.113952	0.021065
0.119617	0.018301
0.125564	0.016030
0.131807	0.014415
0.138360	0.013057
0.145239	0.012171
0.152459	0.011044
0.160039	0.010339
0.167996	0.009802
0.176348	0.009509
0.185115	0.009402
0.194319	0.009583
0.203980	0.007299
0.214121	0.005190
0.224766	0.004219
0.235941	0.003823
0.247671	0.003838
0.259984	0.004059
0.272910	0.004186
0.286478	0.003885
0.300721	0.004391
0.315672	0.006040
0.331366	0.008836
0.347840	0.000034
