# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	17.323134
0.004324	33.105782
0.005214	23.402818
0.006287	21.216599
0.006691	27.964961
0.007580	36.774799
0.008588	26.667277
0.009141	36.390814
0.009729	47.198783
0.010355	45.991653
0.011022	27.470798
0.011731	62.325265
0.012486	50.035596
0.013290	39.310293
0.014146	60.742431
0.015056	52.442817
0.016025	53.408183
0.017057	58.514982
0.018155	72.100182
0.019323	76.223980
0.020567	75.120601
0.021891	74.058428
0.023300	78.895936
0.024800	89.348842
0.026397	89.924042
0.028096	92.967281
0.029904	92.128309
0.031829	100.566796
0.033878	102.451662
0.036059	97.698195
0.038380	104.405323
0.040850	106.380723
0.043480	105.633399
0.046279	118.715134
0.049258	109.285068
0.052429	113.193730
0.055803	115.319835
0.059395	116.559523
0.063219	116.149227
0.067288	117.398681
0.071619	115.288516
0.076230	116.979333
0.081137	113.465161
0.086359	113.149377
0.091918	111.330192
0.097835	107.565427
0.104133	105.153056
0.110836	101.386567
0.117970	100.340784
0.125564	96.291585
0.133647	92.568410
0.142250	88.700964
0.151406	84.984245
0.161152	81.250097
0.171526	76.815546
0.182567	72.052200
0.194319	67.538594
0.206827	62.802038
0.220140	58.269982
0.234311	53.734435
0.249394	49.313050
0.265447	44.708931
0.282534	40.436742
0.300721	36.517626
0.320078	32.628777
0.340682	28.992073
0.362611	25.480382
0.385953	22.224278
0.410797	19.321895
0.437240	16.647548
0.465385	14.243349
0.495342	12.130921
0.527227	10.245020
0.561165	8.616113
0.597287	7.230585
0.635734	6.058638
0.676657	5.118622
0.720213	4.397732
0.766574	3.922128
0.815918	3.541942
0.868439	3.294838
0.924340	3.270554
0.983840	3.504443
1.047170	4.037772
1.114577	4.626904
1.186322	5.935984
1.262686	9.372972
1.343966	15.324958
