# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	1.758124
0.004324	3.361476
0.005214	2.376330
0.006287	2.153227
0.006691	2.838422
0.007580	3.733520
0.008588	2.707148
0.009141	3.695387
0.009729	4.792373
0.010355	4.668922
0.011022	2.789066
0.011731	6.326823
0.012486	5.080448
0.013290	3.992878
0.014146	6.168393
0.015056	5.321965
0.016025	5.423941
0.017057	5.943587
0.018155	7.320595
0.019323	7.739253
0.020567	7.629622
0.021891	7.522980
0.023300	8.011847
0.024800	9.073701
0.026397	9.137682
0.028096	9.445070
0.029904	9.360526
0.031829	10.221496
0.033878	10.409890
0.036059	9.930579
0.038380	10.613613
0.040850	10.811692
0.043480	10.736765
0.046279	12.070986
0.049258	11.114517
0.052429	11.513502
0.055803	11.733434
0.059395	11.867337
0.063219	11.822519
0.067288	11.952467
0.071619	11.748579
0.076230	11.921735
0.081137	11.573737
0.086359	11.547493
0.091918	11.369941
0.097835	10.993954
0.104133	10.755733
0.110836	10.382232
0.117970	10.284910
0.125564	9.882726
0.133647	9.514307
0.142250	9.132240
0.151406	8.765768
0.161152	8.394612
0.171526	7.956933
0.182567	7.481510
0.194319	7.033574
0.206827	6.562483
0.220140	6.111301
0.234311	5.661474
0.249394	5.218349
0.265447	4.756396
0.282534	4.328142
0.300721	3.936225
0.320078	3.544481
0.340682	3.176995
0.362611	2.819331
0.385953	2.486640
0.410797	2.188608
0.437240	1.911701
0.465385	1.661051
0.495342	1.438517
0.527227	1.237894
0.561165	1.062597
0.597287	0.911376
0.635734	0.782173
0.676657	0.677378
0.720213	0.596658
0.766574	0.544143
0.815918	0.516671
0.868439	0.510905
0.924340	0.529802
0.983840	0.584002
1.047170	0.692156
1.114577	0.858248
1.186322	1.181143
1.262686	1.850854
1.343966	2.988791
