# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	0.176675
0.004324	0.337849
0.005214	0.238839
0.006287	0.216380
0.006691	0.285244
0.007580	0.375227
0.008588	0.272065
0.009141	0.371423
0.009729	0.481660
0.010355	0.469227
0.011022	0.280310
0.011731	0.635838
0.012486	0.510617
0.013290	0.401360
0.014146	0.619987
0.015056	0.534798
0.016025	0.545176
0.017057	0.597440
0.018155	0.735764
0.019323	0.777839
0.020567	0.766904
0.021891	0.756225
0.023300	0.805285
0.024800	0.912027
0.026397	0.918645
0.028096	0.949488
0.029904	0.941017
0.031829	1.027690
0.033878	1.046531
0.036059	0.998471
0.038380	1.067198
0.040850	1.087032
0.043480	1.079539
0.046279	1.213849
0.049258	1.117757
0.052429	1.157944
0.055803	1.180199
0.059395	1.193938
0.063219	1.189350
0.067288	1.202535
0.071619	1.182409
0.076230	1.199891
0.081137	1.165236
0.086359	1.162830
0.091918	1.145257
0.097835	1.107712
0.104133	1.084036
0.110836	1.046839
0.117970	1.037411
0.125564	0.997342
0.133647	0.960693
0.142250	0.922711
0.151406	0.886307
0.161152	0.849346
0.171526	0.805855
0.182567	0.758425
0.194319	0.713830
0.206827	0.666892
0.220140	0.621931
0.234311	0.577167
0.249394	0.532911
0.265447	0.486744
0.282534	0.443970
0.300721	0.404864
0.320078	0.365675
0.340682	0.328872
0.362611	0.292952
0.385953	0.259507
0.410797	0.229502
0.437240	0.201540
0.465385	0.176178
0.495342	0.153583
0.527227	0.133151
0.561165	0.115236
0.597287	0.099713
0.635734	0.086420
0.676657	0.075616
0.720213	0.067314
0.766574	0.061994
0.815918	0.060041
0.868439	0.060842
0.924340	0.064356
0.983840	0.072059
1.047170	0.086758
1.114577	0.110855
1.186322	0.156754
1.262686	0.246722
1.343966	0.398371
