# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.006287	319.956445
0.008829	231.259641
0.010720	0.000000
0.012400	2773.617579
0.013664	380.177456
0.015056	0.000000
0.017415	34.345711
0.018281	440.621607
0.019190	623.045446
0.020144	0.000000
0.021146	0.000000
0.022197	698.505956
0.023300	0.000000
0.024459	3216.767698
0.025675	707.907693
0.026951	893.325969
0.028291	339.814285
0.029698	783.979082
0.031174	999.342065
0.032724	751.840354
0.034351	359.397345
0.036059	1012.367308
0.037852	289.389573
0.039733	688.414732
0.041709	648.009131
0.043782	924.918985
0.045959	614.646893
0.048244	791.135047
0.050643	1209.770371
0.053160	582.762767
0.055803	898.272013
0.058578	596.145090
0.061490	965.344177
0.064547	793.918405
0.067756	527.964055
0.071125	728.648340
0.074661	756.680505
0.078373	810.766583
0.082269	770.016562
0.086359	640.333861
0.090653	808.291635
0.095160	707.132880
0.099891	789.251830
0.104857	810.464198
0.110070	707.407007
0.115543	694.184020
0.121287	673.985649
0.127317	639.702465
0.133647	596.759819
0.140291	605.773627
0.147266	618.967624
0.154588	601.578715
0.162273	517.409967
0.170341	578.786760
0.178810	521.816010
0.187699	478.710366
0.197031	474.793030
0.206827	437.766451
0.217110	410.870888
0.227904	414.422755
0.239234	361.485464
0.251128	373.982924
0.263613	338.089970
0.276719	332.651821
0.290477	308.040276
0.304919	298.630761
0.320078	282.130632
0.335991	269.365658
0.352696	268.593369
0.370231	266.839269
0.388637	265.720565
0.407959	268.126935
0.428241	264.445326
0.449532	279.272745
0.471881	304.504855
0.495342	344.919253
0.519968	408.223196
0.545820	500.983635
0.572956	605.254012
0.601441	823.419057
0.631343	1305.119425
0.662731	2179.891362
0.695680	33.909232
