# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.001080	18.628641
0.001476	48.863628
0.001780	31.572426
0.002146	34.776544
0.002284	65.546555
0.002587	68.256939
0.002931	69.125431
0.003120	74.742343
0.003321	104.058520
0.003535	115.883882
0.003762	143.107416
0.004004	86.329335
0.004262	128.479806
0.004536	120.607008
0.004828	173.071702
0.005139	101.964015
0.005470	151.807940
0.005822	137.791200
0.006197	135.855588
0.006596	174.654063
0.007020	222.170654
0.007472	213.663811
0.007953	191.487334
0.008465	238.120101
0.009010	243.711138
0.009590	244.198669
0.010207	259.340848
0.010864	282.608882
0.011564	285.716779
0.012308	316.369899
0.013100	334.144397
0.013944	338.330622
0.014841	368.730052
0.015797	381.462219
0.016813	388.208483
0.017896	437.871249
0.019048	438.973747
0.020274	473.775636
0.021579	480.502130
0.022968	502.675570
0.024446	515.819282
0.026020	551.356902
0.027695	555.876764
0.029477	579.134693
0.031375	595.086732
0.033394	624.038221
0.035544	631.341130
0.037832	643.159043
0.040267	657.631279
0.042859	670.742908
0.045618	687.298564
0.048555	697.965801
0.051680	699.711333
0.055007	711.619672
0.058547	707.707872
0.062316	708.431834
0.066327	702.063832
0.070597	703.264070
0.075141	697.095975
0.079978	687.859483
0.085126	677.767669
0.090606	660.815974
0.096438	647.930359
0.102646	630.751330
0.109253	609.355583
0.116286	587.574552
0.123771	564.324043
0.131739	538.580370
0.140219	511.919985
0.149244	485.518638
0.158851	458.148268
0.169077	430.319269
0.179960	402.576790
0.191544	376.085981
0.203874	351.125429
0.216997	329.727419
0.230966	313.630210
0.245833	305.527227
0.261657	308.766710
0.278500	311.189838
0.296427	323.710845
0.315508	364.427768
0.335818	443.651157
0.357434	580.225045
0.380442	768.461806
0.404931	1130.948018
0.430997	1933.242096
0.458740	3339.763882
