# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.001080	105.122053
0.001476	275.898938
0.001780	177.844589
0.002146	196.387691
0.002284	369.862462
0.002587	385.038392
0.002931	389.683455
0.003120	421.941965
0.003321	585.847399
0.003535	653.879498
0.003762	807.718208
0.004004	486.539233
0.004262	724.292163
0.004536	680.335883
0.004828	976.891226
0.005139	575.213544
0.005470	856.517328
0.005822	778.051701
0.006197	766.457389
0.006596	983.799442
0.007020	1252.320751
0.007472	1205.212318
0.007953	1079.747064
0.008465	1342.802501
0.009010	1373.985233
0.009590	1377.175613
0.010207	1461.332074
0.010864	1593.480355
0.011564	1610.847674
0.012308	1782.613958
0.013100	1883.649048
0.013944	1906.961639
0.014841	2077.605649
0.015797	2148.654176
0.016813	2184.513259
0.017896	2465.390538
0.019048	2470.823222
0.020274	2664.974911
0.021579	2703.315846
0.022968	2826.389059
0.024446	2897.809428
0.026020	3095.084018
0.027695	3119.997773
0.029477	3248.637884
0.031375	3336.706510
0.033394	3493.438649
0.035544	3532.437569
0.037832	3594.763522
0.040267	3671.001064
0.042859	3737.271209
0.045618	3823.174176
0.048555	3876.427468
0.051680	3877.299198
0.055007	3932.912250
0.058547	3902.466317
0.062316	3895.067621
0.066327	3846.260338
0.070597	3836.798572
0.075141	3786.907680
0.079978	3718.074569
0.085126	3642.487046
0.090606	3529.824720
0.096438	3434.298205
0.102646	3316.474845
0.109253	3173.911295
0.116286	3027.990713
0.123771	2873.375865
0.131739	2704.477581
0.140219	2530.426317
0.149244	2356.525685
0.158851	2178.128908
0.169077	1998.555513
0.179960	1819.473310
0.191544	1647.744997
0.203874	1486.344736
0.216997	1342.496040
0.230966	1224.375282
0.245833	1143.153528
0.261657	1109.628771
0.278500	1047.553626
0.296427	991.319357
0.315508	1005.653277
0.335818	1098.326343
0.357434	1286.411977
0.380442	1477.510667
0.404931	1800.447528
0.430997	2656.883879
0.458740	4215.309176
