# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.001080	69.707316
0.001476	182.911642
0.001780	117.998944
0.002146	130.197127
0.002284	245.261445
0.002587	255.353904
0.002931	258.478093
0.003120	279.765911
0.003321	388.755887
0.003535	433.621326
0.003762	535.561241
0.004004	322.772625
0.004262	480.421099
0.004536	451.191062
0.004828	647.714160
0.005139	381.470743
0.005470	567.982010
0.005822	515.842759
0.006197	508.283213
0.006596	652.716053
0.007020	830.692326
0.007472	799.277507
0.007953	716.135883
0.008465	890.599375
0.009010	911.339197
0.009590	913.363529
0.010207	969.408592
0.010864	1056.886985
0.011564	1068.438895
0.012308	1182.579891
0.013100	1249.390085
0.013944	1264.907622
0.014841	1378.232819
0.015797	1425.492429
0.016813	1449.727547
0.017896	1635.799193
0.019048	1639.502822
0.020274	1768.669179
0.021579	1793.997672
0.022968	1875.972433
0.024446	1923.835905
0.026020	2055.241050
0.027695	2071.794480
0.029477	2157.539172
0.031375	2216.213482
0.033394	2321.374829
0.035544	2347.520540
0.037832	2389.593889
0.040267	2441.032931
0.042859	2486.335484
0.045618	2544.537909
0.048555	2580.964756
0.051680	2583.017849
0.055007	2621.916339
0.058547	2602.992843
0.062316	2599.917746
0.066327	2569.678550
0.070597	2566.032513
0.075141	2535.390962
0.079978	2492.412794
0.085126	2445.270592
0.090606	2373.174871
0.096438	2313.478913
0.102646	2238.553550
0.109253	2147.385363
0.116286	2054.121499
0.123771	1955.130169
0.131739	1846.663172
0.140219	1734.722387
0.149244	1623.051977
0.158851	1508.191978
0.169077	1392.195864
0.179960	1276.491868
0.191544	1165.488599
0.203874	1060.928712
0.216997	968.269672
0.230966	893.142443
0.245833	843.521646
0.261657	827.693464
0.278500	792.735623
0.296427	766.199604
0.315508	797.516835
0.335818	896.805158
0.357434	1083.154025
0.380442	1290.454496
0.404931	1659.739387
0.430997	2573.053441
0.458740	4206.114418
