# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	752.247058
0.034951	1420.980482
0.043030	564.799165
0.048748	196.400026
0.055226	448.231481
0.060016	465.208020
0.067991	690.164470
0.073889	725.432864
0.077026	457.009007
0.080297	339.070676
0.083707	765.520804
0.087262	1032.881944
0.090968	468.548217
0.098858	244.121890
0.103056	577.849991
0.107432	970.750373
0.111994	471.969642
0.116750	373.836519
0.121708	480.106518
0.126876	475.397847
0.132264	401.926129
0.137881	282.319672
0.143736	482.672960
0.149840	411.468591
0.156203	274.796544
0.162837	272.087227
0.169751	198.743979
0.176960	274.431490
0.184475	212.713868
0.192309	187.217925
0.200475	152.692693
0.208989	151.288031
0.217863	144.814535
0.227115	129.068379
0.236760	109.479502
0.246814	94.134069
0.257295	79.687378
0.268221	74.299828
0.279612	56.810687
0.291486	47.497564
0.303864	39.982440
0.316767	34.244668
0.330219	25.396313
0.344242	21.835127
0.358861	17.231350
0.374100	15.537042
0.389987	11.924532
0.406548	9.938088
0.423812	8.199402
0.441809	6.788081
0.460571	5.242824
0.480130	4.331429
0.500519	3.787913
0.521774	3.205966
0.543931	2.714113
0.567030	2.244796
0.591109	1.955506
0.616211	1.762960
0.642379	1.496573
0.669658	1.286484
0.698095	1.226531
0.727741	1.198538
0.758645	1.149438
0.790861	1.096280
0.824446	0.877296
0.859456	0.697535
0.895954	0.609038
0.934001	0.576004
0.973664	0.628783
1.015012	0.656477
1.058115	0.726736
1.103048	0.751660
1.149890	0.674204
1.198721	0.769931
1.249626	1.136271
1.302692	1.608925
1.358012	2.489121
