# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	4430.676482
0.034951	8053.631171
0.043030	3113.762059
0.048748	1069.243999
0.055226	2368.960775
0.060016	2533.379485
0.067991	3533.978867
0.073889	3657.889410
0.077026	2296.153661
0.080297	1654.460716
0.083707	3642.849574
0.087262	4800.937125
0.090968	2211.592734
0.098858	1021.089787
0.103056	2614.308916
0.107432	4185.880347
0.111994	2022.188482
0.116750	1550.015503
0.121708	1846.614923
0.126876	1834.578746
0.132264	1489.847336
0.137881	950.197598
0.143736	1677.473850
0.149840	1357.281709
0.156203	891.553113
0.162837	821.908651
0.169751	588.538600
0.176960	759.297578
0.184475	565.901093
0.192309	463.392748
0.200475	363.565940
0.208989	358.382972
0.217863	301.522545
0.227115	260.267713
0.236760	217.562060
0.246814	180.069239
0.257295	146.201598
0.268221	124.237668
0.279612	95.688964
0.291486	75.025289
0.303864	67.650102
0.316767	53.684937
0.330219	42.163152
0.344242	34.489135
0.358861	26.241182
0.374100	24.098051
0.389987	18.598269
0.406548	15.186235
0.423812	12.650582
0.441809	10.905163
0.460571	8.977080
0.480130	8.053338
0.500519	6.976463
0.521774	6.448305
0.543931	5.673768
0.567030	5.226322
0.591109	4.925850
0.616211	4.503184
0.642379	4.324102
0.669658	4.080567
0.698095	4.029000
0.727741	4.088981
0.758645	4.133466
0.790861	3.878751
0.824446	2.982338
0.859456	2.302051
0.895954	2.246785
0.934001	2.444364
0.973664	3.071727
1.015012	3.759580
1.058115	4.495773
1.103048	4.485775
1.149890	3.830093
1.198721	5.325448
1.249626	8.033082
1.302692	11.015115
1.358012	18.567079
