# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	1659.369260
0.034951	3090.406062
0.043030	1213.863213
0.048748	422.283629
0.055226	951.208364
0.060016	997.968380
0.067991	1452.994522
0.073889	1514.562995
0.077026	949.518772
0.080297	693.829008
0.083707	1565.060113
0.087262	2099.823799
0.090968	959.077834
0.098858	497.793111
0.103056	1164.284206
0.107432	1915.711763
0.111994	930.224408
0.116750	728.459203
0.121708	912.449030
0.126876	902.093357
0.132264	748.872817
0.137881	511.054309
0.143736	881.406739
0.149840	737.460581
0.156203	487.868030
0.162837	473.900079
0.169751	338.289513
0.176960	457.516926
0.184475	348.705656
0.192309	299.097959
0.200475	240.801921
0.208989	233.150614
0.217863	215.958554
0.227115	187.898057
0.236760	155.981411
0.246814	131.595369
0.257295	108.268330
0.268221	97.455737
0.279612	74.355415
0.291486	60.325057
0.303864	50.426754
0.316767	42.533122
0.330219	31.353644
0.344242	26.687445
0.358861	20.403214
0.374100	18.331348
0.389987	14.171037
0.406548	11.937816
0.423812	10.102438
0.441809	8.326345
0.460571	6.473949
0.480130	5.538110
0.500519	4.934557
0.521774	4.346815
0.543931	3.729039
0.567030	3.192764
0.591109	2.929745
0.616211	2.668422
0.642379	2.346068
0.669658	2.029404
0.698095	1.942709
0.727741	1.904902
0.758645	1.877494
0.790861	1.726415
0.824446	1.379396
0.859456	1.083334
0.895954	0.994568
0.934001	1.006755
0.973664	1.175107
1.015012	1.279497
1.058115	1.450884
1.103048	1.519513
1.149890	1.317833
1.198721	1.616762
1.249626	2.469901
1.302692	4.017235
1.358012	4.239041
