# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	195.445264
0.034951	375.045519
0.043030	151.163958
0.048748	52.475360
0.055226	121.263376
0.060016	124.477517
0.067991	187.386794
0.073889	199.719472
0.077026	127.621328
0.080297	96.372893
0.083707	215.936613
0.087262	291.754535
0.090968	131.417328
0.098858	64.061082
0.103056	163.596836
0.107432	284.424918
0.111994	138.738244
0.116750	112.032804
0.121708	146.347813
0.126876	144.987982
0.132264	125.407769
0.137881	91.933741
0.143736	153.222828
0.149840	134.138454
0.156203	89.503421
0.162837	91.146258
0.169751	68.982763
0.176960	96.834303
0.184475	78.058053
0.192309	68.885308
0.200475	57.882073
0.208989	59.375907
0.217863	58.192966
0.227115	54.213853
0.236760	47.228605
0.246814	42.246804
0.257295	37.132777
0.268221	35.762576
0.279612	28.042455
0.291486	24.716869
0.303864	21.298757
0.316767	19.192552
0.330219	14.736300
0.344242	13.048347
0.358861	10.689571
0.374100	9.896859
0.389987	7.929636
0.406548	6.538148
0.423812	5.445813
0.441809	4.583117
0.460571	3.619839
0.480130	2.913167
0.500519	2.513091
0.521774	2.091542
0.543931	1.754777
0.567030	1.429244
0.591109	1.229809
0.616211	1.076441
0.642379	0.899056
0.669658	0.772963
0.698095	0.701501
0.727741	0.667044
0.758645	0.628866
0.790861	0.597212
0.824446	0.502116
0.859456	0.414105
0.895954	0.363381
0.934001	0.342180
0.973664	0.354324
1.015012	0.375208
1.058115	0.410052
1.103048	0.433805
1.149890	0.443599
1.198721	0.523410
1.249626	0.717539
1.302692	0.936669
1.358012	1.718852
