# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	3892.523506
0.034951	7379.535753
0.043030	2989.491568
0.048748	1027.916194
0.055226	2446.992102
0.060016	2524.801673
0.067991	3734.897532
0.073889	4187.202129
0.077026	2673.479838
0.080297	2107.999347
0.083707	4403.208798
0.087262	5992.014434
0.090968	2724.983495
0.098858	1203.461866
0.103056	3488.221948
0.107432	6390.994648
0.111994	3122.454126
0.116750	2489.468850
0.121708	3122.956714
0.126876	3290.902043
0.132264	2913.019482
0.137881	1963.615939
0.143736	3558.237921
0.149840	3168.872846
0.156203	2212.441845
0.162837	2263.385085
0.169751	1847.761342
0.176960	2534.393805
0.184475	2110.587473
0.192309	1862.385018
0.200475	1683.163330
0.208989	1859.370122
0.217863	1732.640034
0.227115	1726.866286
0.236760	1621.652255
0.246814	1559.842613
0.257295	1445.366953
0.268221	1426.430032
0.279612	1215.888286
0.291486	1117.014496
0.303864	1106.109572
0.316767	1081.154956
0.330219	960.071359
0.344242	879.569722
0.358861	791.190113
0.374100	786.387128
0.389987	697.814421
0.406548	611.918820
0.423812	563.420664
0.441809	532.574938
0.460571	495.699781
0.480130	440.040356
0.500519	410.427492
0.521774	372.322620
0.543931	335.935187
0.567030	301.586598
0.591109	280.591780
0.616211	264.181976
0.642379	232.432225
0.669658	214.348397
0.698095	198.750096
0.727741	186.758403
0.758645	178.848662
0.790861	175.967097
0.824446	171.730478
0.859456	159.676437
0.895954	153.871754
0.934001	147.548960
0.973664	151.385838
1.015012	155.213071
1.058115	167.693315
1.103048	168.596853
1.149890	169.792437
1.198721	187.177953
1.249626	208.626287
1.302692	322.429268
1.358012	252.915731
