# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	0.117350
0.034951	0.229334
0.043030	0.094121
0.048748	0.032717
0.055226	0.076249
0.060016	0.077689
0.067991	0.118445
0.073889	0.128635
0.077026	0.083621
0.080297	0.064501
0.083707	0.143987
0.087262	0.193931
0.090968	0.087111
0.098858	0.038936
0.103056	0.109663
0.107432	0.198302
0.111994	0.097387
0.116750	0.081629
0.121708	0.107592
0.126876	0.106333
0.132264	0.094398
0.137881	0.075287
0.143736	0.118630
0.149840	0.106779
0.156203	0.072256
0.162837	0.076449
0.169751	0.060067
0.176960	0.086260
0.184475	0.074248
0.192309	0.065460
0.200475	0.057340
0.208989	0.061863
0.217863	0.061932
0.227115	0.062776
0.236760	0.056564
0.246814	0.053838
0.257295	0.050427
0.268221	0.050981
0.279612	0.042379
0.291486	0.040827
0.303864	0.037262
0.316767	0.037132
0.330219	0.030928
0.344242	0.029857
0.358861	0.026692
0.374100	0.027673
0.389987	0.024767
0.406548	0.021922
0.423812	0.020377
0.441809	0.018804
0.460571	0.016871
0.480130	0.014747
0.500519	0.014036
0.521774	0.012589
0.543931	0.011705
0.567030	0.010291
0.591109	0.009340
0.616211	0.008372
0.642379	0.007558
0.669658	0.006795
0.698095	0.006283
0.727741	0.005761
0.758645	0.005391
0.790861	0.005197
0.824446	0.005207
0.859456	0.005089
0.895954	0.005117
0.934001	0.005440
0.973664	0.005726
1.015012	0.006565
1.058115	0.007410
1.103048	0.008499
1.149890	0.009993
1.198721	0.013142
1.249626	0.018511
1.302692	0.026093
1.358012	0.028183
