# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	0.117376
0.034951	0.229488
0.043030	0.094235
0.048748	0.032774
0.055226	0.076379
0.060016	0.077813
0.067991	0.118685
0.073889	0.128994
0.077026	0.083891
0.080297	0.064743
0.083707	0.144518
0.087262	0.194610
0.090968	0.087444
0.098858	0.039086
0.103056	0.110173
0.107432	0.199420
0.111994	0.097978
0.116750	0.082203
0.121708	0.108386
0.126876	0.107141
0.132264	0.095159
0.137881	0.076168
0.143736	0.119738
0.149840	0.107882
0.156203	0.073076
0.162837	0.077423
0.169751	0.060924
0.176960	0.087517
0.184475	0.075512
0.192309	0.066602
0.200475	0.058430
0.208989	0.063160
0.217863	0.063263
0.227115	0.064362
0.236760	0.058057
0.246814	0.055395
0.257295	0.052024
0.268221	0.052704
0.279612	0.043930
0.291486	0.042468
0.303864	0.038859
0.316767	0.038891
0.330219	0.032507
0.344242	0.031528
0.358861	0.028270
0.374100	0.029488
0.389987	0.026537
0.406548	0.023585
0.423812	0.022043
0.441809	0.020464
0.460571	0.018497
0.480130	0.016284
0.500519	0.015615
0.521774	0.014115
0.543931	0.013238
0.567030	0.011736
0.591109	0.010724
0.616211	0.009702
0.642379	0.008844
0.669658	0.008034
0.698095	0.007503
0.727741	0.006926
0.758645	0.006533
0.790861	0.006351
0.824446	0.006469
0.859456	0.006460
0.895954	0.006589
0.934001	0.007115
0.973664	0.007568
1.015012	0.008780
1.058115	0.010042
1.103048	0.011639
1.149890	0.014096
1.198721	0.018652
1.249626	0.026285
1.302692	0.037329
1.358012	0.038758
