# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.025059	2651.887059
0.034951	5055.970399
0.043030	2051.653696
0.048748	710.676583
0.055226	1678.103298
0.060016	1725.444888
0.067991	2582.446377
0.073889	2864.018123
0.077026	1835.358477
0.080297	1432.433582
0.083707	3046.402513
0.087262	4138.606285
0.090968	1880.182715
0.098858	856.724863
0.103056	2408.525909
0.107432	4377.001150
0.111994	2141.481375
0.116750	1721.785653
0.121708	2184.101577
0.126876	2279.330396
0.132264	1999.164353
0.137881	1396.655190
0.143736	2472.583304
0.149840	2204.883232
0.156203	1524.159331
0.162837	1574.960134
0.169751	1262.151376
0.176960	1756.257778
0.184475	1473.577229
0.192309	1294.543115
0.200475	1160.832706
0.208989	1271.635506
0.217863	1211.061644
0.227115	1200.314805
0.236760	1115.008666
0.246814	1068.279476
0.257295	994.652235
0.268221	980.718026
0.279612	825.933442
0.291486	768.703125
0.303864	741.400282
0.316767	729.075773
0.330219	634.375714
0.344242	581.297000
0.358861	515.448019
0.374100	516.826936
0.389987	455.617699
0.406548	394.914215
0.423812	363.075613
0.441809	338.254994
0.460571	310.821770
0.480130	271.432748
0.500519	252.456054
0.521774	225.163138
0.543931	201.706825
0.567030	179.932983
0.591109	163.893254
0.616211	151.668244
0.642379	134.172577
0.669658	121.902919
0.698095	111.622609
0.727741	103.935385
0.758645	98.965655
0.790861	95.751702
0.824446	92.097060
0.859456	84.730683
0.895954	82.391601
0.934001	79.254613
0.973664	82.174509
1.015012	85.505632
1.058115	91.976771
1.103048	97.492404
1.149890	98.141163
1.198721	108.984113
1.249626	120.236126
1.302692	172.649545
1.358012	168.640890
