# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	196.905880
0.017658	175.270900
0.021441	145.204999
0.024800	456.545892
0.027327	641.499710
0.030112	378.648127
0.034831	481.661885
0.036562	579.799977
0.038380	708.053048
0.040288	362.827717
0.042291	684.396401
0.044394	540.786398
0.046601	651.415019
0.048918	967.660015
0.051350	648.392013
0.053903	474.874316
0.056582	839.166711
0.059395	870.052854
0.062348	637.566369
0.065448	612.619913
0.068702	537.861599
0.072118	614.320204
0.075703	582.066211
0.079467	718.468516
0.083418	459.940805
0.087565	539.115428
0.091918	615.505216
0.096488	537.701521
0.101285	661.742459
0.106321	574.431048
0.111607	537.868794
0.117155	480.119423
0.122980	545.702545
0.129094	588.075722
0.135512	490.288135
0.142250	497.248409
0.149322	517.633935
0.156746	485.665484
0.164538	445.284976
0.172719	425.018326
0.181306	444.889579
0.190320	431.793814
0.199782	406.775232
0.209714	390.720042
0.220140	382.933326
0.231085	353.440905
0.242574	358.263897
0.254634	326.199859
0.267293	314.876268
0.280582	297.047047
0.294532	283.955343
0.309175	262.850248
0.324546	256.020735
0.340682	242.754674
0.357619	231.604402
0.375399	225.270728
0.394062	208.594184
0.413654	199.198047
0.434219	188.194322
0.455807	177.785427
0.478469	169.797913
0.502256	162.514081
0.527227	151.938637
0.553439	146.406120
0.580954	138.693986
0.609837	133.336282
0.640156	130.560670
0.671983	127.162331
0.705392	124.061335
0.740461	124.032410
0.777275	125.602596
0.815918	124.418225
0.856483	122.957255
0.899064	125.862327
0.943763	129.837566
0.990684	138.711794
1.039937	151.975106
1.091639	170.154458
1.145912	177.955857
1.202883	209.124384
1.262686	258.510752
1.325463	331.968899
1.391360	465.315532
