# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	0.038602
0.017658	0.034277
0.021441	0.028387
0.024800	0.088909
0.027327	0.124882
0.030112	0.073629
0.034831	0.093804
0.036562	0.113030
0.038380	0.138963
0.040288	0.070517
0.042291	0.134552
0.044394	0.105763
0.046601	0.127330
0.048918	0.187213
0.051350	0.126648
0.053903	0.093454
0.056582	0.164306
0.059395	0.172256
0.062348	0.124898
0.065448	0.120665
0.068702	0.104241
0.072118	0.118964
0.075703	0.111975
0.079467	0.140026
0.083418	0.090599
0.087565	0.104716
0.091918	0.119627
0.096488	0.105919
0.101285	0.129172
0.106321	0.112293
0.111607	0.104868
0.117155	0.094316
0.122980	0.106329
0.129094	0.115059
0.135512	0.095824
0.142250	0.097785
0.149322	0.101198
0.156746	0.095305
0.164538	0.086320
0.172719	0.082653
0.181306	0.087068
0.190320	0.084189
0.199782	0.078541
0.209714	0.075724
0.220140	0.073978
0.231085	0.068937
0.242574	0.069486
0.254634	0.063189
0.267293	0.060761
0.280582	0.057144
0.294532	0.054916
0.309175	0.050646
0.324546	0.048778
0.340682	0.046328
0.357619	0.044335
0.375399	0.042821
0.394062	0.039891
0.413654	0.037766
0.434219	0.035392
0.455807	0.033407
0.478469	0.031817
0.502256	0.030590
0.527227	0.028638
0.553439	0.027707
0.580954	0.026476
0.609837	0.025516
0.640156	0.025236
0.671983	0.024776
0.705392	0.024623
0.740461	0.025115
0.777275	0.026184
0.815918	0.026667
0.856483	0.027672
0.899064	0.029921
0.943763	0.033701
0.990684	0.039845
1.039937	0.049315
1.091639	0.062740
1.145912	0.078386
1.202883	0.111196
1.262686	0.176801
1.325463	0.279105
1.391360	0.198873
