# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	635.713999
0.017658	562.570723
0.021441	471.992805
0.024800	1472.556586
0.027327	2066.780927
0.030112	1220.065506
0.034831	1552.177263
0.036562	1864.666684
0.038380	2274.975846
0.040288	1162.646752
0.042291	2174.618814
0.044394	1736.066911
0.046601	2087.909704
0.048918	3127.059576
0.051350	2078.962428
0.053903	1514.995172
0.056582	2687.099719
0.059395	2749.117793
0.062348	2029.654981
0.065448	1960.254565
0.068702	1723.127381
0.072118	1978.586013
0.075703	1883.905132
0.079467	2289.036500
0.083418	1453.664950
0.087565	1711.230802
0.091918	1981.165924
0.096488	1700.430214
0.101285	2092.976010
0.106321	1815.552662
0.111607	1690.247513
0.117155	1504.641582
0.122980	1705.164860
0.129094	1833.486796
0.135512	1532.206690
0.142250	1540.426119
0.149322	1603.892453
0.156746	1500.991668
0.164538	1392.560734
0.172719	1308.348065
0.181306	1367.866126
0.190320	1313.570075
0.199782	1251.704616
0.209714	1193.392645
0.220140	1166.186466
0.231085	1068.926988
0.242574	1082.322374
0.254634	991.256098
0.267293	958.785151
0.280582	908.236486
0.294532	857.512576
0.309175	791.862922
0.324546	771.739070
0.340682	731.283482
0.357619	696.265665
0.375399	677.794593
0.394062	626.441479
0.413654	598.536369
0.434219	565.984302
0.455807	531.179182
0.478469	511.949977
0.502256	485.539393
0.527227	453.637692
0.553439	431.650568
0.580954	409.500044
0.609837	390.254131
0.640156	374.106987
0.671983	362.831436
0.705392	349.206902
0.740461	344.876209
0.777275	347.226369
0.815918	343.523597
0.856483	335.451540
0.899064	336.228346
0.943763	336.174081
0.990684	347.553808
1.039937	366.976833
1.091639	396.544728
1.145912	404.179306
1.202883	456.429997
1.262686	547.383177
1.325463	706.803752
1.391360	1289.640281
