# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	789.342052
0.017658	693.907716
0.021441	582.544906
0.024800	1819.379193
0.027327	2541.087177
0.030112	1503.938747
0.034831	1894.327056
0.036562	2281.608085
0.038380	2793.858317
0.040288	1426.046667
0.042291	2683.694704
0.044394	2138.148799
0.046601	2568.663441
0.048918	3834.328403
0.051350	2554.564654
0.053903	1854.452427
0.056582	3289.526242
0.059395	3367.583226
0.062348	2484.914410
0.065448	2388.579632
0.068702	2111.863197
0.072118	2417.331632
0.075703	2302.421416
0.079467	2779.603299
0.083418	1777.714779
0.087565	2078.426320
0.091918	2403.913487
0.096488	2057.402519
0.101285	2535.026378
0.106321	2183.906181
0.111607	2020.142836
0.117155	1804.800100
0.122980	2043.814820
0.129094	2184.848957
0.135512	1819.860969
0.142250	1824.535963
0.149322	1887.331789
0.156746	1762.264780
0.164538	1627.398832
0.172719	1515.623829
0.181306	1577.851682
0.190320	1501.204987
0.199782	1424.514635
0.209714	1345.043996
0.220140	1307.699100
0.231085	1186.494603
0.242574	1185.895883
0.254634	1076.597869
0.267293	1028.546477
0.280582	959.673240
0.294532	895.831846
0.309175	813.220131
0.324546	778.668717
0.340682	723.539005
0.357619	674.034878
0.375399	643.071527
0.394062	580.435866
0.413654	541.456943
0.434219	497.384813
0.455807	454.266748
0.478469	425.145622
0.502256	388.602364
0.527227	352.395288
0.553439	322.754557
0.580954	294.764710
0.609837	271.897411
0.640156	250.783281
0.671983	232.932156
0.705392	217.376708
0.740461	207.135766
0.777275	202.713931
0.815918	193.258792
0.856483	181.432329
0.899064	174.416596
0.943763	169.039099
0.990684	169.507167
1.039937	176.707822
1.091639	187.231253
1.145912	186.886828
1.202883	204.495435
1.262686	250.979630
1.325463	323.703224
1.391360	1141.074323
