# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	1139.828154
0.017658	997.769503
0.021441	842.316133
0.024800	2629.537411
0.027327	3660.373181
0.030112	2167.027051
0.034831	2722.154921
0.036562	3277.251862
0.038380	4013.703163
0.040288	2048.133689
0.042291	3850.272730
0.044394	3073.100710
0.046601	3693.744535
0.048918	5508.769036
0.051350	3672.302716
0.053903	2657.744297
0.056582	4720.629067
0.059395	4804.670058
0.062348	3559.542009
0.065448	3427.656328
0.068702	3037.224506
0.072118	3481.542991
0.075703	3326.790984
0.079467	3977.715045
0.083418	2541.020101
0.087565	2974.363534
0.091918	3459.670775
0.096488	2938.005920
0.101285	3622.065021
0.106321	3119.186810
0.111607	2871.549636
0.117155	2573.481776
0.122980	2909.299050
0.129094	3103.365811
0.135512	2589.554465
0.142250	2589.044262
0.149322	2680.757316
0.156746	2499.685489
0.164538	2323.210908
0.172719	2151.827808
0.181306	2236.442107
0.190320	2119.967461
0.199782	2025.388653
0.209714	1908.276612
0.220140	1853.912069
0.231085	1681.348759
0.242574	1681.662515
0.254634	1534.396208
0.267293	1471.517540
0.280582	1378.371411
0.294532	1288.355023
0.309175	1171.139434
0.324546	1125.321248
0.340682	1050.459958
0.357619	980.214349
0.375399	940.688687
0.394062	855.088943
0.413654	800.998928
0.434219	741.686137
0.455807	681.536134
0.478469	644.295354
0.502256	591.279659
0.527227	542.695644
0.553439	500.688635
0.580954	462.462771
0.609837	430.191296
0.640156	398.798284
0.671983	372.958163
0.705392	351.302932
0.740461	337.647614
0.777275	332.884416
0.815918	320.293788
0.856483	303.811285
0.899064	294.970197
0.943763	287.417127
0.990684	288.297373
1.039937	298.376461
1.091639	315.269305
1.145912	319.880377
1.202883	341.217537
1.262686	426.027831
1.325463	538.828417
1.391360	4766.839933
