# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.012573	894.262365
0.017658	787.519471
0.021441	666.352497
0.024800	2076.982168
0.027327	2903.236116
0.030112	1712.778625
0.034831	2181.581812
0.036562	2614.341536
0.038380	3188.676967
0.040288	1626.942703
0.042291	3032.019025
0.044394	2431.403439
0.046601	2929.648414
0.048918	4378.703866
0.051350	2915.696895
0.053903	2118.572104
0.056582	3763.815132
0.059395	3825.660246
0.062348	2834.552625
0.065448	2744.266336
0.068702	2413.494170
0.072118	2777.671597
0.075703	2651.140025
0.079467	3195.520700
0.083418	2025.513688
0.087565	2386.264026
0.091918	2779.339998
0.096488	2368.346205
0.101285	2913.766083
0.106321	2528.247596
0.111607	2343.900444
0.117155	2090.306428
0.122980	2364.241545
0.129094	2538.147427
0.135512	2123.883724
0.142250	2128.917802
0.149322	2216.655026
0.156746	2073.279657
0.164538	1935.291858
0.172719	1806.959060
0.181306	1886.233307
0.190320	1804.028576
0.199782	1727.625513
0.209714	1642.322007
0.220140	1603.852200
0.231085	1468.047045
0.242574	1485.502392
0.254634	1366.220129
0.267293	1323.985952
0.280582	1258.153853
0.294532	1186.445391
0.309175	1095.465165
0.324546	1069.527501
0.340682	1015.284356
0.357619	966.209326
0.375399	943.061900
0.394062	874.196870
0.413654	835.614221
0.434219	792.873895
0.455807	745.820647
0.478469	721.720570
0.502256	684.774779
0.527227	642.976061
0.553439	611.416170
0.580954	584.215454
0.609837	558.170349
0.640156	535.001376
0.671983	519.917834
0.705392	502.886335
0.740461	498.709403
0.777275	504.905153
0.815918	500.481310
0.856483	489.188795
0.899064	491.677464
0.943763	491.979660
0.990684	506.201469
1.039937	535.271067
1.091639	579.040947
1.145912	591.394190
1.202883	662.049330
1.262686	807.714666
1.325463	1026.301322
1.391360	2929.189671
