# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.004322	0.011661
0.005903	0.019805
0.007118	0.057023
0.008583	0.038467
0.009136	0.059395
0.010350	0.039373
0.011725	0.076722
0.012480	0.059081
0.013283	0.044392
0.014138	0.071274
0.015048	0.060133
0.016017	0.080120
0.017048	0.066353
0.018145	0.074327
0.019313	0.070914
0.020557	0.069420
0.021880	0.074874
0.023288	0.080292
0.024787	0.080306
0.026383	0.100551
0.028081	0.088452
0.029889	0.096837
0.031813	0.113513
0.033861	0.090709
0.036040	0.119558
0.038360	0.114889
0.040829	0.109421
0.043458	0.105405
0.046255	0.115602
0.049232	0.115046
0.052401	0.119183
0.055774	0.115074
0.059365	0.124862
0.063186	0.119140
0.067253	0.120516
0.071582	0.126951
0.076190	0.117914
0.081095	0.117115
0.086315	0.117888
0.091871	0.116163
0.097784	0.111825
0.104079	0.112675
0.110778	0.109140
0.117909	0.108835
0.125499	0.105587
0.133578	0.100838
0.142176	0.099131
0.151328	0.097101
0.161069	0.093133
0.171437	0.088640
0.182472	0.084441
0.194218	0.080711
0.206720	0.076524
0.220027	0.072681
0.234190	0.068566
0.249265	0.064356
0.265310	0.060921
0.282388	0.056688
0.300565	0.053123
0.319913	0.049410
0.340505	0.045928
0.362424	0.042491
0.385753	0.039273
0.410584	0.036406
0.437013	0.033400
0.465144	0.030712
0.495085	0.028288
0.526954	0.025977
0.560874	0.023856
0.596978	0.021868
0.635405	0.020166
0.676307	0.018558
0.719841	0.017085
0.766177	0.015795
0.815496	0.014683
0.867989	0.013744
0.923862	0.013042
0.983331	0.012620
1.046628	0.012649
1.114000	0.013018
1.185708	0.014008
1.262033	0.016113
1.343270	0.019902
1.429737	0.026568
1.521769	0.038126
1.619726	0.060556
1.723988	0.106513
1.834961	0.187890
