# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.004322	223.533696
0.005903	380.083310
0.007118	1092.317379
0.008583	740.842822
0.009136	1140.141573
0.010350	756.319626
0.011725	1476.099017
0.012480	1132.255378
0.013283	852.949936
0.014138	1373.344508
0.015048	1156.927933
0.016017	1532.603243
0.017048	1273.389060
0.018145	1427.013970
0.019313	1359.447808
0.020557	1323.392958
0.021880	1439.473412
0.023288	1538.646082
0.024787	1533.917618
0.026383	1934.144977
0.028081	1683.427263
0.029889	1854.707016
0.031813	2169.561404
0.033861	1739.906823
0.036040	2269.093821
0.038360	2199.073076
0.040829	2082.388978
0.043458	2006.370884
0.046255	2199.213785
0.049232	2187.500673
0.052401	2255.575960
0.055774	2189.788513
0.059365	2369.402637
0.063186	2251.409363
0.067253	2274.834244
0.071582	2381.182637
0.076190	2222.406111
0.081095	2193.445547
0.086315	2203.847044
0.091871	2156.446617
0.097784	2081.229426
0.104079	2077.977217
0.110778	2008.642323
0.117909	2000.637494
0.125499	1925.231436
0.133578	1839.862607
0.142176	1798.612749
0.151328	1745.272219
0.161069	1666.490456
0.171437	1584.685206
0.182472	1500.607839
0.194218	1420.777221
0.206720	1340.041065
0.220027	1261.000374
0.234190	1183.033345
0.249265	1100.657365
0.265310	1035.410034
0.282388	957.142329
0.300565	888.673076
0.319913	820.516044
0.340505	753.737281
0.362424	693.661847
0.385753	636.250759
0.410584	583.804647
0.437013	530.290591
0.465144	482.803181
0.495085	438.527246
0.526954	397.149133
0.560874	358.623200
0.596978	322.856550
0.635405	290.421873
0.676307	260.318487
0.719841	232.403039
0.766177	207.587020
0.815496	185.175083
0.867989	166.110048
0.923862	149.845031
0.983331	137.880778
1.046628	131.283434
1.114000	124.713562
1.185708	116.298981
1.262033	110.546688
1.343270	109.015207
1.429737	113.493511
1.521769	118.081909
1.619726	123.893258
1.723988	151.248164
1.834961	210.588165
