# This file contains relative difference between power spectrum P(k) and lineary extrapolated power spectrum depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	(P(k, z)-P_ZA(k, z))/P_ZA(k, z)
0.004322	-0.325607
0.005903	-0.324955
0.007118	-0.325693
0.008583	-0.321871
0.009136	-0.324182
0.010350	-0.324516
0.011725	-0.323204
0.012480	-0.325580
0.013283	-0.324493
0.014138	-0.320660
0.015048	-0.322517
0.016017	-0.327836
0.017048	-0.325052
0.018145	-0.324007
0.019313	-0.326245
0.020557	-0.329881
0.021880	-0.323757
0.023288	-0.326000
0.024787	-0.329938
0.026383	-0.323881
0.028081	-0.332206
0.029889	-0.326716
0.031813	-0.328723
0.033861	-0.327226
0.036040	-0.335126
0.038360	-0.328617
0.040829	-0.333056
0.043458	-0.334855
0.046255	-0.334854
0.049232	-0.335580
0.052401	-0.339097
0.055774	-0.335098
0.059365	-0.338897
0.063186	-0.342325
0.067253	-0.343810
0.071582	-0.350018
0.076190	-0.346299
0.081095	-0.351902
0.086315	-0.355246
0.091871	-0.361366
0.097784	-0.359803
0.104079	-0.369861
0.110778	-0.372399
0.117909	-0.372989
0.125499	-0.382715
0.133578	-0.382878
0.142176	-0.388558
0.151328	-0.399073
0.161069	-0.404313
0.171437	-0.407497
0.182472	-0.414503
0.194218	-0.424007
0.206720	-0.430041
0.220027	-0.440243
0.234190	-0.447111
0.249265	-0.456774
0.265310	-0.464716
0.282388	-0.473090
0.300565	-0.483706
0.319913	-0.493563
0.340505	-0.506762
0.362424	-0.516128
0.385753	-0.525949
0.410584	-0.538846
0.437013	-0.551571
0.465144	-0.565699
0.495085	-0.581286
0.526954	-0.598447
0.560874	-0.616749
0.596978	-0.636488
0.635405	-0.658785
0.676307	-0.681973
0.719841	-0.707180
0.766177	-0.732729
0.815496	-0.759682
0.867989	-0.785665
0.923862	-0.811342
0.983331	-0.833718
1.046628	-0.852220
1.114000	-0.872027
1.185708	-0.893667
1.262033	-0.913314
1.343270	-0.929837
1.429737	-0.942671
1.521769	-0.954982
1.619726	-0.966754
1.723988	-0.973052
1.834961	-0.975030
