# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	2.419344
0.004324	1.933991
0.005214	1.903256
0.006287	2.723134
0.006691	2.246757
0.007580	1.997752
0.008588	1.043283
0.009141	1.934966
0.009729	4.946385
0.010355	2.569182
0.011022	5.400152
0.011731	2.635939
0.012486	5.420997
0.013290	3.514758
0.014146	4.907854
0.015056	5.311927
0.016025	5.653693
0.017057	5.434800
0.018155	5.626864
0.019323	5.804679
0.020567	7.758844
0.021891	6.697107
0.023300	7.269353
0.024800	6.683467
0.026397	7.029470
0.028096	7.874658
0.029904	7.503305
0.031829	7.770078
0.033878	8.328449
0.036059	8.705335
0.038380	9.182947
0.040850	8.907087
0.043480	8.987007
0.046279	9.433558
0.049258	9.420019
0.052429	9.311599
0.055803	9.433526
0.059395	9.892570
0.063219	9.532237
0.067288	9.554090
0.071619	9.495178
0.076230	9.608029
0.081137	9.291887
0.086359	9.630788
0.091918	9.349065
0.097835	9.202127
0.104133	9.052116
0.110836	8.771988
0.117970	8.555375
0.125564	8.260777
0.133647	8.125423
0.142250	7.656829
0.151406	7.389859
0.161152	7.105405
0.171526	6.780607
0.182567	6.386692
0.194319	6.069993
0.206827	5.740092
0.220140	5.402305
0.234311	5.053439
0.249394	4.735306
0.265447	4.401245
0.282534	4.079075
0.300721	3.780350
0.320078	3.480971
0.340682	3.209080
0.362611	2.949726
0.385953	2.697976
0.410797	2.475827
0.437240	2.258947
0.465385	2.064759
0.495342	1.884202
0.527227	1.720667
0.561165	1.574123
0.597287	1.447506
0.635734	1.337580
0.676657	1.250527
0.720213	1.194986
0.766574	1.183773
0.815918	1.124394
0.868439	1.075502
0.924340	1.101984
0.983840	1.213294
1.047170	1.416307
1.114577	1.578239
1.186322	1.859011
1.262686	2.705209
1.343966	4.283918
