# This file contains relative difference between power spectrum P(k) and lineary extrapolated power spectrum depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	(P(k, z)-P_ZA(k, z))/P_ZA(k, z)
0.003165	0.000124
0.004324	0.000087
0.005214	-0.000965
0.006287	-0.000199
0.006691	-0.000457
0.007580	-0.000882
0.008588	0.002247
0.009141	-0.004746
0.009729	0.001735
0.010355	-0.000123
0.011022	-0.000730
0.011731	-0.000507
0.012486	-0.001329
0.013290	-0.001481
0.014146	-0.001984
0.015056	-0.001237
0.016025	-0.002394
0.017057	-0.002823
0.018155	-0.004748
0.019323	-0.002433
0.020567	-0.001775
0.021891	-0.003323
0.023300	-0.005877
0.024800	-0.004514
0.026397	-0.005351
0.028096	-0.008115
0.029904	-0.008181
0.031829	-0.009954
0.033878	-0.009926
0.036059	-0.011663
0.038380	-0.013687
0.040850	-0.015348
0.043480	-0.018270
0.046279	-0.020365
0.049258	-0.022775
0.052429	-0.027354
0.055803	-0.029530
0.059395	-0.031721
0.063219	-0.037529
0.067288	-0.040971
0.071619	-0.046757
0.076230	-0.051629
0.081137	-0.056700
0.086359	-0.063507
0.091918	-0.074212
0.097835	-0.077224
0.104133	-0.088356
0.110836	-0.100894
0.117970	-0.109761
0.125564	-0.120698
0.133647	-0.134288
0.142250	-0.148306
0.151406	-0.164619
0.161152	-0.182135
0.171526	-0.198375
0.182567	-0.218463
0.194319	-0.238454
0.206827	-0.258277
0.220140	-0.279552
0.234311	-0.305300
0.249394	-0.326281
0.265447	-0.353630
0.282534	-0.379458
0.300721	-0.407345
0.320078	-0.437213
0.340682	-0.465394
0.362611	-0.494044
0.385953	-0.525146
0.410797	-0.555517
0.437240	-0.588592
0.465385	-0.619821
0.495342	-0.653077
0.527227	-0.685673
0.561165	-0.717634
0.597287	-0.747460
0.635734	-0.775807
0.676657	-0.801067
0.720213	-0.822389
0.766574	-0.838935
0.815918	-0.864259
0.868439	-0.888182
0.924340	-0.904765
0.983840	-0.916702
1.047170	-0.926207
1.114577	-0.939271
1.186322	-0.950924
1.262686	-0.954962
1.343966	-0.954161
