# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	0.268214
0.004324	0.214405
0.005214	0.211066
0.006287	0.301908
0.006691	0.249114
0.007580	0.221483
0.008588	0.115598
0.009141	0.214764
0.009729	0.548118
0.010355	0.284826
0.011022	0.598591
0.011731	0.292232
0.012486	0.601061
0.013290	0.389709
0.014146	0.544304
0.015056	0.588882
0.016025	0.627256
0.017057	0.602974
0.018155	0.624521
0.019323	0.644026
0.020567	0.860489
0.021891	0.742974
0.023300	0.806936
0.024800	0.741621
0.026397	0.780424
0.028096	0.874552
0.029904	0.833530
0.031829	0.863256
0.033878	0.925370
0.036059	0.968042
0.038380	1.021825
0.040850	0.990814
0.043480	1.000450
0.046279	1.050651
0.049258	1.049622
0.052429	1.038950
0.055803	1.052900
0.059395	1.104853
0.063219	1.065786
0.067288	1.068994
0.071619	1.064020
0.076230	1.077724
0.081137	1.043511
0.086359	1.083584
0.091918	1.054379
0.097835	1.038393
0.104133	1.024040
0.110836	0.995253
0.117970	0.972981
0.125564	0.941656
0.133647	0.928997
0.142250	0.878340
0.151406	0.851214
0.161152	0.821719
0.171526	0.787407
0.182567	0.745127
0.194319	0.711365
0.206827	0.675801
0.220140	0.639349
0.234311	0.601745
0.249394	0.566351
0.265447	0.529860
0.282534	0.494115
0.300721	0.461024
0.320078	0.427545
0.340682	0.396686
0.362611	0.366776
0.385953	0.337842
0.410797	0.312014
0.437240	0.286939
0.465385	0.263876
0.495342	0.242795
0.527227	0.223261
0.561165	0.205867
0.597287	0.190373
0.635734	0.176990
0.676657	0.166401
0.720213	0.159629
0.766574	0.158539
0.815918	0.156172
0.868439	0.157531
0.924340	0.170657
0.983840	0.199821
1.047170	0.251967
1.114577	0.326569
1.186322	0.464224
1.262686	0.772456
1.343966	1.353145
