# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	0.746029
0.004324	0.596371
0.005214	0.587034
0.006287	0.839746
0.006691	0.692885
0.007580	0.616074
0.008588	0.321566
0.009141	0.597210
0.009729	1.524760
0.010355	0.792232
0.011022	1.665119
0.011731	0.812851
0.012486	1.671814
0.013290	1.083991
0.014146	1.513855
0.015056	1.638097
0.016025	1.744318
0.017057	1.676837
0.018155	1.736621
0.019323	1.790961
0.020567	2.393220
0.021891	2.066254
0.023300	2.243872
0.024800	2.062496
0.026397	2.169935
0.028096	2.431519
0.029904	2.317258
0.031829	2.400020
0.033878	2.572590
0.036059	2.690417
0.038380	2.839450
0.040850	2.753737
0.043480	2.780075
0.046279	2.919248
0.049258	2.916036
0.052429	2.885291
0.055803	2.923953
0.059395	3.067610
0.063219	2.958511
0.067288	2.966862
0.071619	2.951967
0.076230	2.989278
0.081137	2.893582
0.086359	3.003191
0.091918	2.920559
0.097835	2.875790
0.104133	2.834436
0.110836	2.752752
0.117970	2.689197
0.125564	2.601202
0.133647	2.564345
0.142250	2.422209
0.151406	2.344829
0.161152	2.261328
0.171526	2.164237
0.182567	2.045524
0.194319	1.950386
0.206827	1.850533
0.220140	1.747931
0.234311	1.642310
0.249394	1.543495
0.265447	1.441181
0.282534	1.341246
0.300721	1.248745
0.320078	1.155295
0.340682	1.069522
0.362611	0.986828
0.385953	0.906513
0.410797	0.835157
0.437240	0.765600
0.465385	0.702032
0.495342	0.643601
0.527227	0.589449
0.561165	0.540985
0.597287	0.497705
0.635734	0.459666
0.676657	0.428804
0.720213	0.407670
0.766574	0.401111
0.815918	0.385053
0.868439	0.373775
0.924340	0.389000
0.983840	0.437519
1.047170	0.528103
1.114577	0.635431
1.186322	0.824117
1.262686	1.293503
1.343966	2.173509
