# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	1.463061
0.004324	1.169564
0.005214	1.151141
0.006287	1.646829
0.006691	1.358790
0.007580	1.208212
0.008588	0.630742
0.009141	1.170811
0.009729	2.990696
0.010355	1.553674
0.011022	3.265733
0.011731	1.594119
0.012486	3.278615
0.013290	2.125810
0.014146	2.968579
0.015056	3.212602
0.016025	3.420038
0.017057	3.287791
0.018155	3.404598
0.019323	3.511465
0.020567	4.692939
0.021891	4.051441
0.023300	4.398964
0.024800	4.043843
0.026397	4.253740
0.028096	4.766182
0.029904	4.541765
0.031829	4.703972
0.033878	5.042036
0.036059	5.271506
0.038380	5.562415
0.040850	5.395312
0.043480	5.445672
0.046279	5.717584
0.049258	5.710652
0.052429	5.648035
0.055803	5.723307
0.059395	6.003260
0.063219	5.788111
0.067288	5.803191
0.071619	5.771523
0.076230	5.842863
0.081137	5.653889
0.086359	5.864842
0.091918	5.699698
0.097835	5.611425
0.104133	5.526920
0.110836	5.363139
0.117970	5.235673
0.125564	5.061153
0.133647	4.985306
0.142250	4.704459
0.151406	4.548747
0.161152	4.382040
0.171526	4.188776
0.182567	3.953847
0.194319	3.765339
0.206827	3.567979
0.220140	3.365216
0.234311	3.156353
0.249394	2.962961
0.265447	2.761553
0.282534	2.565681
0.300721	2.384382
0.320078	2.201707
0.340682	2.034844
0.362611	1.874791
0.385953	1.719224
0.410797	1.581531
0.437240	1.446991
0.465385	1.325219
0.495342	1.212617
0.527227	1.109010
0.561165	1.016050
0.597287	0.933780
0.635734	0.861220
0.676657	0.802370
0.720213	0.762034
0.766574	0.749521
0.815918	0.712831
0.868439	0.682807
0.924340	0.700391
0.983840	0.774303
1.047170	0.912658
1.114577	1.043055
1.186322	1.266445
1.262686	1.898139
1.343966	3.075370
