# This file contains power spectrum P(k) in units [(Mpc/h)^3] depending on wavenumber k in units [h/Mpc].
# k [h/Mpc]	P(k) [(Mpc/h)^3]
0.003165	5.049652
0.004324	4.036585
0.005214	3.971071
0.006287	5.682959
0.006691	4.688523
0.007580	4.168408
0.008588	2.178835
0.009141	4.032695
0.009729	10.328211
0.010355	5.361732
0.011022	11.267569
0.011731	5.500241
0.012486	11.309034
0.013290	7.331562
0.014146	10.235899
0.015056	11.081170
0.016025	11.789519
0.017057	11.330656
0.018155	11.724980
0.019323	12.102935
0.020567	16.180401
0.021891	13.959204
0.023300	15.139963
0.024800	13.924434
0.026397	14.640540
0.028096	16.387423
0.029904	15.613232
0.031829	16.158257
0.033878	17.318408
0.036059	18.090888
0.038380	19.068483
0.040850	18.486077
0.043480	18.632844
0.046279	19.543269
0.049258	19.497989
0.052429	19.243621
0.055803	19.479000
0.059395	20.408788
0.063219	19.626718
0.067288	19.646165
0.071619	19.484737
0.076230	19.680495
0.081137	18.997038
0.086359	19.639328
0.091918	18.995448
0.097835	18.673605
0.104133	18.295155
0.110836	17.650261
0.117970	17.157024
0.125564	16.501536
0.133647	16.152197
0.142250	15.148628
0.151406	14.533982
0.161152	13.884124
0.171526	13.176878
0.182567	12.325748
0.194319	11.630585
0.206827	10.923905
0.220140	10.205638
0.234311	9.464020
0.249394	8.805494
0.265447	8.109642
0.282534	7.454208
0.300721	6.843267
0.320078	6.240838
0.340682	5.700305
0.362611	5.192443
0.385953	4.700839
0.410797	4.267863
0.437240	3.850093
0.465385	3.480260
0.495342	3.136688
0.527227	2.828355
0.561165	2.555903
0.597287	2.327148
0.635734	2.136340
0.676657	1.990692
0.720213	1.907210
0.766574	1.900568
0.815918	1.792491
0.868439	1.696983
0.924340	1.719519
0.983840	1.863002
1.047170	2.136695
1.114577	2.359602
1.186322	2.732184
1.262686	3.799166
1.343966	5.776165
